refseq;oligo_id
NM_022170;opHsV0400000971
XM_374414;opHsV0400000971
XM_376587;opHsV0400000971
NM_015693;opHsV0400000619
XM_291623;opHsV0400003234
XM_499392;opHsV0400002905
XM_212061;opHsV0400002905
NM_182529;opHsV0400002905
NM_003247;opHsV0400002899
XM_294468;opHsV0400002882
NM_152603;opHsV0400002876
NM_181620;opHsV0400002852
NM_175058;opHsV0400002529
XM_211305;opHsV0400002523
NM_001010848;opHsV0400002475
NM_000125;opHsV0400002153
NM_015027;opHsV0400002147
XM_498469;opHsV0400002147
NM_178582;opHsV0400004010
NM_002571;opHsV0400004004
NM_207379;opHsV0400003610
NM_178148;opHsV0400003604
XM_166320;opHsV0400003281
NM_133378;opHsV0400003258
NM_199348;opHsV0400003252
XM_499316;opHsV0400005866
XM_496891;opHsV0400005866
NM_014522;opHsV0400005842
XM_498109;opHsV0400005531
XM_054313;opHsV0400005513
XM_379977;opHsV0400005513
NM_014406;opHsV0400005513
XM_496207;opHsV0400005132
NM_014858;opHsV0400005108
NM_001002857;opHsV0400004738
XM_371783;opHsV0400006666
NM_173663;opHsV0400006666
NM_153633;opHsV0400006642
NM_014620;opHsV0400006642
NM_153230;opHsV0400006636
NM_152352;opHsV0400006612
NM_145270;opHsV0400006594
NM_015399;opHsV0400006284
NM_015868;opHsV0400006266
NM_014511;opHsV0400006266
NM_013254;opHsV0400006260
NM_006533;opHsV0400006218
NM_000172;opHsV0400005890
NM_144499;opHsV0400005890
XM_378822;opHsV0400008497
XM_378700;opHsV0400008473
XM_374257;opHsV0400008139
XM_374137;opHsV0400008098
XM_373338;opHsV0400007793
XM_373031;opHsV0400007763
XM_293802;opHsV0400007417
XM_293529;opHsV0400007411
XM_292810;opHsV0400007394
XM_292674;opHsV0400007388
XM_291428;opHsV0400007364
NM_018443;opHsV0400007346
NM_018675;opHsV0400007346
XM_290835;opHsV0400007346
XM_498522;opHsV0400009626
XM_498514;opHsV0400009620
XM_498488;opHsV0400009602
XM_497688;opHsV0400009297
XM_377566;opHsV0400009274
XM_497653;opHsV0400009274
XM_497613;opHsV0400009250
XM_497575;opHsV0400009226
NM_018307;opHsV0400009226
XM_496574;opHsV0400008921
XM_496541;opHsV0400008915
XM_496461;opHsV0400008891
XM_496435;opHsV0400008891
XM_496315;opHsV0400008850
XM_379068;opHsV0400008545
XM_499546;opHsV0400010025
XM_499091;opHsV0400010025
XM_499539;opHsV0400010019
XM_499084;opHsV0400010019
XM_499034;opHsV0400009996
XM_499010;opHsV0400009978
NM_203339;H200006005
NM_001831;H200006005
NM_007192;H200002431
XM_370908;H200002420
NM_012199;H200002389
NM_017653;H200002369
NM_016172;H200001745
NM_017748;H200001707
NM_003875;H200001052
NM_014176;H200001011
XM_059095;H200000972
NM_199478;H200000463
NM_000533;H200000463
NM_002193;H200000454
NM_000745;H200000426
NM_020686;H200000417
NM_000663;H200000417
NM_000133;H200000348
NM_001756;H200000339
NM_015439;H200004705
NM_152834;H200004655
NM_002896;H200004601
NM_004236;H200003989
NM_005244;H200003905
NM_172112;H200003905
NM_172113;H200003905
NM_172111;H200003905
NM_172110;H200003905
NM_005300;H200003898
NM_033089;H200003854
NM_015116;H200003280
NM_005983;H200003267
NM_032637;H200003267
NM_030790;H200003233
NM_030816;H200003173
NM_022494;H200003136
NM_007149;H200007294
NM_001120;H200007244
NM_003970;H200006651
NM_000016;H200006640
NM_002511;H200006613
NM_002634;H200006074
NM_033137;H200006064
NM_033136;H200006064
NM_000800;H200006064
NM_021952;H200006039
NM_006708;H200006030
NM_022451;H200005988
NM_001178;H200005950
NM_002206;H200005939
NM_001008494;H200005394
NM_052943;H200005385
NM_032139;H200005354
NM_005449;H200005347
NM_006101;H200005304
NM_021003;H200005274
NM_177952;H200005274
NM_145006;H200010279
NM_198087;H200010272
NM_003454;H200010272
NM_198088;H200010272
NM_003806;H200010228
XM_293104;H200009188
NM_025004;H200009037
NM_003667;H200008833
NM_022164;H200008147
NM_207495;H200008139
NM_201269;H200008100
NM_016620;H200008100
NM_032186;H200008100
NM_001324;H200008091
NM_015872;H200007412
NM_005024;H200007349
NM_015066;H200013274
NM_171982;H200013274
NM_003950;H200013264
NM_130899;H200012560
NM_006639;H200012503
NM_003116;H200012448
NM_012115;H200012407
NM_014050;H200011791
NM_172178;H200011791
NM_172177;H200011791
NM_003472;H200011709
NM_017907;H200011667
NM_134433;H200011045
NM_000635;H200011045
NM_005188;H200011038
NM_002691;H200011011
NM_001972;H200011001
NM_153015;H200010967
XM_031009;H200010921
NM_017879;H200015886
NM_018266;H200015857
NM_181882;H200015001
NM_020956;H200015001
NM_000924;H200014956
NM_001703;H200014888
NM_002827;H200014115
NM_003805;H200014089
NM_004193;H200014080
NM_006374;H200014046
NM_006782;H200014037
NM_001233;H200013312
NM_198212;H200013312
NM_019063;H200019486
NM_198795;H200019354
NM_025218;H200019194
NM_018937;H200017695
NM_032301;H200017623
NM_033045;H200016865
NM_002748;H200016772
NM_018195;H200016653
NM_015361;H200016624
NM_198463;H300002097
NM_152776;H300002056
NM_133433;H300002047
NM_015384;H300002047
NM_006062;H300001343
XM_372757;H300001308
NM_203395;H300000647
NM_213606;H300000621
XM_295865;H300000569
XM_496787;H300000539
XM_047550;H300000527
NM_022782;H200021030
NM_144657;H200020889
XM_379381;H200020848
XM_371174;H300005001
XM_378558;H300004991
NM_138334;H300004947
NM_024065;H300004386
XM_497998;H300004288
XM_056282;H300004252
NM_203308;H300003660
NM_002764;H300003542
NM_004138;H300003512
XM_379622;H300003497
NM_015483;H300002879
NM_173682;H300002838
NM_147198;H300002805
NM_145260;H300002735
NM_014016;H300007351
NM_003946;H300006569
NM_013310;H300006559
NM_214461;H300006559
XM_168060;H300006516
NM_005947;H300006471
NM_001005245;H300005795
NM_139170;H300005756
XM_378973;H300005083
NM_003827;H300005049
NM_203288;H300010148
NM_003835;H300010112
NM_001007539;H300009528
XM_378044;H300009446
XM_210062;H300009411
NM_198153;H300008780
NM_182632;H300008764
XM_497060;H300008722
NM_173473;H300008676
NM_014689;H300008050
XM_294590;H300008020
NM_206893;H300008009
NM_173568;H300007960
NM_001004416;H300007960
NM_017720;H300012525
NM_019085;H300012454
NM_130803;H300011720
NM_005888;H300011675
NM_213612;H300011675
XM_042936;H300011068
NM_015071;H300011034
NM_017852;H300010930
NM_031449;H300010918
NM_003352;H300010185
NM_001005782;H300010185
NM_002339;H300015706
XM_496405;H300015706
NM_032221;H300015648
NM_031888;H300014898
NM_198129;H300014812
NM_021733;H300014035
NM_006810;H300013315
NM_005949;H300013300
NM_006276;H300018096
NM_148916;H300018058
NM_014369;H300017410
NM_014517;H300017299
NM_002319;H300017286
NM_000811;H300016620
NM_178578;H300016558
NM_178579;H300016558
NM_006814;H300016558
NM_006209;H300016468
NM_024294;H300016452
NM_018018;H300015842
NM_005768;H300015825
NM_199335;H300015777
NM_001465;H300015777
NM_080597;H300020166
NM_018030;H300020166
NM_133268;H300020166
NM_173167;H300020160
NM_020843;H300020132
NM_181679;H300019739
NM_021100;H300019739
NM_016091;H300019729
NM_004858;H300019643
NM_004870;H300019171
NM_016086;H300019148
NM_024788;H300018765
NM_017722;H300018735
NM_001001716;H300018728
NM_002503;H300018728
NM_032194;H300021813
NM_018372;H300021807
NM_000804;H300021749
NM_001004340;H300021246
NM_181706;H300021223
NM_012318;H300021193
NM_001248;H300021162
NM_178171;H300021152
NM_006758;H300020734
NM_016140;H300020722
NM_015964;H300020722
NM_178226;H300020700
NM_018998;H300020700
NM_178225;H300020700
NM_032513;H300020668
NM_001004434;H300020668
NM_025132;H300020659
NM_003308;H300020638
NM_022573;H300020638
NM_198893;H300020196
NM_033288;H300020196
XM_499257;opHsV0400000802
XM_496849;opHsV0400000802
NM_002017;opHsV0400000473
NM_153033;opHsV0400000425
NM_052812;opHsV0400000419
NM_033229;opHsV0400000419
NM_024766;opHsV0400000402
NM_032435;opHsV0400000396
NM_001352;opHsV0400000074
NM_002818;opHsV0400000044
NM_080616;opHsV0400000026
XM_042178;opHsV0400000020
NM_017578;opHsV0400000020
NM_152789;H300022394
XM_376148;H300022394
NM_144977;H300022364
NM_020813;H300022323
NM_145901;H300022284
NM_002131;H300022284
NM_145903;H300022284
NM_145904;H300022284
NM_145902;H300022284
NM_145905;H300022284
NM_145899;H300022284
NM_006802;opHsV0400001947
NM_178339;opHsV0400001601
NM_178338;opHsV0400001601
NM_178344;opHsV0400001601
NM_178342;opHsV0400001601
NM_004712;opHsV0400001577
NM_020689;opHsV0400001547
NM_001005188;opHsV0400001530
NM_031866;opHsV0400001219
NM_018088;opHsV0400000819
XM_496450;opHsV0400003099
XM_497745;opHsV0400003081
NM_152442;opHsV0400003058
NM_206914;opHsV0400003052
NM_015433;opHsV0400003052
NM_002776;opHsV0400003034
NM_145888;opHsV0400003034
NM_175734;opHsV0400002700
NM_032518;opHsV0400002658
NM_198721;opHsV0400002658
XM_371332;opHsV0400002353
NM_021080;opHsV0400002347
NM_176884;opHsV0400002282
NM_006122;opHsV0400004609
XM_495881;opHsV0400004561
NM_006455;opHsV0400004555
NM_015547;opHsV0400004227
NM_175767;opHsV0400004209
NM_002184;opHsV0400004209
XM_292504;opHsV0400004203
XM_067228;opHsV0400004179
XM_373865;opHsV0400004161
NM_022740;opHsV0400003803
NM_021132;opHsV0400003785
NM_002710;opHsV0400003475
NM_207383;opHsV0400003451
NM_001009554;opHsV0400006042
NM_153207;opHsV0400005737
NM_181740;opHsV0400005714
NM_198697;opHsV0400005684
XM_371114;opHsV0400005361
NM_198401;opHsV0400005313
NM_212554;opHsV0400005307
XM_378516;opHsV0400005289
NM_020476;opHsV0400005283
NM_020475;opHsV0400005283
NM_000037;opHsV0400005283
NM_020477;opHsV0400005283
NM_032425;opHsV0400004908
XM_172889;opHsV0400007235
XM_167275;opHsV0400007217
XM_166090;opHsV0400007211
XM_114355;opHsV0400007188
XM_097351;opHsV0400007170
NM_203451;opHsV0400006865
XM_380174;opHsV0400006836
NM_198998;opHsV0400006836
NM_198443;opHsV0400006812
NM_198074;opHsV0400006794
NM_032099;opHsV0400006484
NM_030613;opHsV0400006466
NM_023947;opHsV0400006436
NM_003526;opHsV0400006113
NM_002585;opHsV0400006090
XM_378103;opHsV0400008369
XM_378155;opHsV0400008369
XM_377231;opHsV0400008315
XM_376830;opHsV0400008297
XM_373906;opHsV0400007993
NM_175877;opHsV0400007993
XM_373886;opHsV0400007987
XM_373831;opHsV0400007964
XM_373769;opHsV0400007940
XM_373690;opHsV0400007916
NM_006060;opHsV0400007617
XM_371901;opHsV0400007617
XM_371690;opHsV0400007593
XM_371668;opHsV0400007588
XM_371480;opHsV0400007570
XM_371238;opHsV0400007546
XM_498886;opHsV0400009873
XM_498880;opHsV0400009867
XM_498854;opHsV0400009849
XM_498848;opHsV0400009843
XM_498824;opHsV0400009826
XM_498810;opHsV0400009820
XM_498818;opHsV0400009820
XM_498811;opHsV0400009820
XM_498780;opHsV0400009802
XM_498785;opHsV0400009802
XM_498779;opHsV0400009802
XM_498784;opHsV0400009802
XM_498024;opHsV0400009444
XM_497979;opHsV0400009420
XM_497317;opHsV0400009115
XM_497991;opHsV0400009092
XM_497256;opHsV0400009092
XM_497048;opHsV0400009044
XM_495868;opHsV0400008740
NM_152624;opHsV0400010930
XM_499547;opHsV0400010219
XM_499508;opHsV0400010196
XM_499059;opHsV0400010196
XM_499449;opHsV0400010178
XM_498219;opHsV0400010178
XM_499408;opHsV0400010172
NM_152699;H200002232
NM_030783;H200002196
NM_147202;H200001541
NM_174887;H200000880
NM_006769;H200000848
NM_021633;H200000840
NM_134421;H200000806
NM_002149;H200000806
NM_016231;H200000797
NM_002157;H200000309
NM_058197;H200000301
NM_058195;H200000301
NM_000077;H200000301
NM_004292;H200000270
NM_000928;H200000260
NM_000588;H200000171
NM_052940;H200004471
NM_025264;H200004437
NM_007223;H200004392
NM_016060;H200003755
NM_005262;H200003742
NM_001089;H200003666
NM_018263;H200002325
NM_003142;H200007052
NM_005888;H200006544
NM_213612;H200006544
NM_213611;H200006544
NM_002635;H200006544
NM_001212;H200006536
NM_003083;H200006507
NM_006002;H200006468
NM_015157;H200006458
NM_002346;H200006433
NM_032636;H200006415
NM_001005290;H200006415
NM_001753;H200005908
NM_001200;H200005879
NM_002830;H200005872
NM_004498;H200005841
NM_015265;H200010102
NM_020117;H200010087
NM_025188;H200010037
NM_024043;H200010013
NM_021938;H200009929
NM_020754;H200009914
NM_001372;H200008778
NM_004662;H200008778
NM_018438;H200008761
NM_033258;H200008724
NM_033106;H200008700
NM_177531;H200008659
NM_002283;H200008599
NM_002843;H200008015
NM_016468;H200007976
NM_203447;H200007963
NM_006287;H200007928
NM_019015;H200007194
XM_371849;H200007152
NM_000618;H200007137
NM_014666;H200013044
NM_152670;H200012994
NM_003117;H200012313
NM_153189;H200012313
NM_024740;H200012262
NM_006432;H200012213
NM_016145;H200011616
NM_017688;H200011575
NM_172028;H200011537
NM_032548;H200011537
NM_172027;H200011537
NM_016641;H200011488
NM_004053;H200011481
XM_290842;H200010836
NM_181581;H200010820
NM_006299;H200010741
NM_017945;H200015593
NM_020439;H200014840
NM_003913;H200014831
NM_178424;H200014773
NM_007017;H200014773
NM_000294;H200014730
NM_032935;H200014682
NM_004704;H200013906
NM_002348;H200013850
NM_080725;H200013143
NM_030929;H200013099
NM_005276;H200020300
NM_000614;H200020232
NM_170768;H200020232
NM_018114;H200017581
NM_005493;H200017528
NM_015932;H200017498
NM_033050;H200017445
NM_144615;H200016535
NM_024917;H200016527
NM_017615;H200016472
NM_024028;H200016427
XM_062871;H300001857
NM_003093;H300001807
NM_012099;H300001795
NM_004650;H300001171
NM_198447;H300001123
XM_380042;H300001111
XM_069842;H300001111
NM_001010977;H300000333
NM_178231;H200020358
XM_379371;H300004809
NM_153000;H300004768
XM_048592;H300004206
NM_207417;H300004190
NM_153215;H300004143
NM_203376;H300004098
NM_020061;H300003384
NM_182838;H300003341
NM_199051;H300003303
NM_001001923;H300003287
NM_017576;H300002588
NM_001005234;H300002556
NM_173850;H300007146
NM_005045;H300007097
NM_173054;H300007097
XM_291767;H300007036
XM_375031;H300006381
NM_006261;H300006353
NM_012399;H300006263
NM_012454;H300006254
XM_380100;H300005667
XM_379484;H300005667
NM_153607;H300005599
XM_085578;H300005566
NM_006071;H300005508
NM_017655;H300005500
NM_001010887;H300004869
NM_203422;H300009988
NM_001004310;H300009948
NM_005431;H300009363
NM_014037;H300009344
NM_001005174;H300009306
NM_173198;H300009299
NM_006981;H300009299
NM_173200;H300009299
NM_003243;H300009266
NM_173617;H300008528
NM_006648;H300008496
NM_173484;H300007917
XM_373343;H300007838
NM_004585;H300007781
NM_173587;H300007773
NM_004881;H300012399
NM_018026;H300012358
NM_133263;H300012288
NM_022369;H300011634
NM_014937;H300011618
NM_004075;H300011541
NM_134258;H300011530
NM_134259;H300011530
NM_033284;H300011530
NM_017814;H300011473
NM_001706;H300010716
NM_145237;H300010056
NM_207513;H300010028
NM_001005357;H300010028
NM_001004053;H300010028
NM_001005356;H300010028
NM_015996;H300015412
NM_032279;H300014770
NM_145048;H300013215
NM_058199;H300013162
NM_198968;H300013108
NM_004195;H300013073
NM_148902;H300013073
NM_000161;H300017999
NM_018386;H300017114
NM_006615;H300017062
NM_005232;H300016419
NM_001006634;H300016362
NM_018054;H300016362
NM_006893;H300016325
NM_172207;H300015533
NM_012395;H300020040
NM_000883;H300020005
NM_183243;H300020005
NM_002609;H300019616
NM_004360;H300019607
NM_015202;H300019587
NM_152904;H300019579
NM_005197;H300019553
XM_370667;H300019546
NM_032578;H300019521
NM_007367;H300019113
NM_016732;H300019113
NM_024032;H300019087
NM_145897;H300019050
NM_145896;H300019050
NM_002624;H300019050
NM_022468;H300019030
NM_004142;H300019030
NM_022718;H300019030
NM_139160;H300019023
NM_016009;H300018612
NM_015509;H300018581
NM_024325;H300018575
NM_021120;H300018546
NM_213633;H300021685
NM_002780;H300021685
NM_007337;H300021651
NM_007335;H300021651
NM_007336;H300021651
NM_005106;H300021651
NM_007338;H300021651
NM_052948;H300021644
NM_015963;H300021564
NM_001005367;H300021131
NM_020659;H300021131
NM_032582;H300021120
NM_020643;H300021068
NM_203394;H300021028
NM_022734;H300021021
NM_016953;H300020594
NM_139168;H300020539
NM_203403;H300020531
NM_000838;H300020508
NM_024670;H300020501
NM_030932;H300020105
NM_015367;H300020073
NM_145056;opHsV0400000702
XM_085347;opHsV0400000684
NM_000391;opHsV0400000678
NM_001004304;opHsV0400000374
NM_182966;opHsV0400000350
NM_006403;opHsV0400000350
NM_012233;opHsV0400000332
NM_015365;opHsV0400000308
NM_198794;opHsV0400000003
NM_006575;opHsV0400000003
NM_006185;H300022224
NM_033364;H300022194
NM_145212;H300022183
NM_016503;H300022183
NM_145213;H300022183
XM_499409;opHsV0400001883
XM_498178;opHsV0400001883
NM_017929;opHsV0400001854
NM_002351;opHsV0400001836
NM_001371;opHsV0400001436
XM_379894;opHsV0400001430
XM_376655;opHsV0400001430
XM_171094;opHsV0400001125
NM_006029;opHsV0400001078
NM_030568;opHsV0400000732
XM_371151;opHsV0400003316
NM_014925;opHsV0400003011
XM_497069;opHsV0400002957
NM_001187;opHsV0400002940
NM_182482;opHsV0400002940
NM_182481;opHsV0400002940
NM_181704;opHsV0400002940
NM_206956;opHsV0400002612
NM_206955;opHsV0400002612
NM_152624;opHsV0400002582
NM_181646;opHsV0400002564
NM_001711;opHsV0400002253
NM_152506;opHsV0400002229
NM_144770;opHsV0400002212
NM_004607;opHsV0400004468
XM_291544;opHsV0400004438
NM_019035;opHsV0400004139
NM_207406;opHsV0400004133
NM_201648;opHsV0400004115
XM_496601;opHsV0400004109
NM_005526;opHsV0400004092
XM_373035;opHsV0400004086
NM_172109;opHsV0400004068
NM_014418;opHsV0400003739
NM_020553;opHsV0400003739
NM_020554;opHsV0400003739
NM_020550;opHsV0400003739
NM_020552;opHsV0400003739
NM_012468;opHsV0400003739
NM_178850;opHsV0400003733
NM_001002912;opHsV0400003715
NM_001010915;opHsV0400003709
NM_017980;opHsV0400003691
XM_496901;opHsV0400003387
NM_202758;opHsV0400003363
NM_017512;opHsV0400003363
NM_001003841;opHsV0400005972
NM_001003399;opHsV0400005966
NM_001001704;opHsV0400005948
NM_001001695;opHsV0400005942
NM_020805;opHsV0400005595
NM_207483;opHsV0400005267
NM_207509;opHsV0400005261
NM_015313;opHsV0400004861
XM_496993;opHsV0400004820
XM_088684;opHsV0400007147
XM_085138;opHsV0400007123
XM_071201;opHsV0400007117
XM_065722;opHsV0400007099
XM_063123;opHsV0400007094
NM_182610;opHsV0400006772
NM_182574;opHsV0400006766
NM_178828;opHsV0400006724
NM_178517;opHsV0400006718
NM_020880;opHsV0400006389
XM_371759;opHsV0400006348
NM_018382;opHsV0400006348
NM_017542;opHsV0400006324
NM_016816;opHsV0400006318
NM_001006935;opHsV0400006013
NM_001006936;opHsV0400006013
NM_001006937;opHsV0400006013
XM_379181;opHsV0400008574
XM_376423;opHsV0400008275
XM_376314;opHsV0400008269
NM_015173;opHsV0400008269
XM_373639;opHsV0400007899
XM_373578;opHsV0400007875
XM_373535;opHsV0400007845
XM_370975;opHsV0400007517
XM_370582;opHsV0400007475
XM_295091;opHsV0400007452
XM_295007;opHsV0400007446
XM_498733;opHsV0400009774
XM_498710;opHsV0400009756
XM_498701;opHsV0400009750
XM_498673;opHsV0400009732
XM_498660;opHsV0400009726
XM_498634;opHsV0400009708
XM_497943;opHsV0400009403
NM_012200;opHsV0400009403
XM_497837;opHsV0400009356
XM_497827;opHsV0400009350
XM_497783;opHsV0400009332
XM_496974;opHsV0400009027
NM_173678;opHsV0400009021
XM_496931;opHsV0400009021
XM_499385;opHsV0400009021
XM_496747;opHsV0400008980
NM_015296;opHsV0400008980
NM_006325;opHsV0400008974
XM_496725;opHsV0400008974
XM_379339;opHsV0400008621
NM_001008710;opHsV0400010836
NM_001008711;opHsV0400010836
NM_006867;opHsV0400010836
NM_138494;opHsV0400010149
XM_499261;opHsV0400010149
XM_496852;opHsV0400010149
XM_499220;opHsV0400010125
XM_499197;opHsV0400010107
XM_499191;opHsV0400010101
XM_499167;opHsV0400010084
XM_499159;opHsV0400010078
NM_001036;H200001770
NM_016267;H200001727
NM_007170;H200001716
NM_032313;H200001673
NM_003333;H200001032
XM_029101;H200000989
NM_138357;H200000949
NM_004291;H200000447
NM_000102;H200000357
NM_152524;H200004688
NM_006665;H200004682
NM_005497;H200004647
NM_022147;H200004627
NM_016403;H200004594
NM_130386;H200003923
NM_030781;H200003923
NM_003503;H200003873
XM_042301;H200003832
NM_004298;H200003260
NM_153485;H200003260
NM_005550;H200003244
