ENSG00000104825;NM_001001716
ENSG00000120049;NM_173197
ENSG00000132326;NM_022817
ENSG00000162946;NM_001164553
ENSG00000213504;NM_001080142
ENSG00000213503;NM_001080142
ENSG00000154144;NM_032811
ENSG00000029993;XM_939877
ENSG00000160472;NM_139172
ENSG00000118513;NM_001130172
ENSG00000154146;NM_001126181
ENSG00000142156;NM_001848
ENSG00000187754;XM_001720499
ENSG00000061794;NM_021821
ENSG00000139329;NM_002345
ENSG00000147996;NM_018491
ENSG00000183675;NM_001042396
ENSG00000074370;NM_174957
ENSG00000136805;NM_014334
ENSG00000212858;XM_001721549
ENSG00000154165;NM_005290
ENSG00000205707;NM_001001660
ENSG00000060140;NM_018423
ENSG00000174502;NM_001142600
ENSG00000108242;NM_001128925
ENSG00000103642;NM_032857
ENSG00000092054;NM_000257
ENSG00000139436;NM_057170
ENSG00000128581;NM_001130821
ENSG00000206046;NM_001006120
ENSG00000105808;NM_001079877
ENSG00000186523;NM_201400
ENSG00000219213;XM_001726638
ENSG00000187475;NM_005323
ENSG00000205177;XM_001717000
ENSG00000010165;NM_015935
ENSG00000086758;NM_031407
ENSG00000148516;NM_001128128
ENSG00000206471;NM_030883
ENSG00000222014;NM_002869
ENSG00000132446;NM_031894
ENSG00000165914;NM_001010854
ENSG00000132600;NM_019023
ENSG00000036530;NM_006668
ENSG00000106290;NM_139315
ENSG00000214668;XM_001715240
ENSG00000164402;NM_001098812
ENSG00000139988;NM_152443
ENSG00000205213;NM_018490
ENSG00000133731;NM_005536
ENSG00000126603;NM_032575
ENSG00000203879;NM_001493
ENSG00000100336;NM_030643
ENSG00000164946;NM_144966
ENSG00000180370;NM_002577
ENSG00000137709;NM_014352
ENSG00000206456;NM_206809
ENSG00000187699;NM_032321
ENSG00000149100;NM_006360
ENSG00000048540;NM_018640
ENSG00000081770;NM_022892
ENSG00000198162;NM_006699
ENSG00000183638;NM_178857
ENSG00000197054;NM_001012753
ENSG00000170954;NM_001136038
ENSG00000181163;NM_002520
ENSG00000170619;NM_014066
ENSG00000166016;NM_145804
ENSG00000196549;NM_007287
ENSG00000174173;NM_017819
ENSG00000166126;NM_030943
ENSG00000134802;NM_199329
ENSG00000124159;NM_030592
ENSG00000084733;NM_016131
ENSG00000206429;NM_170783
ENSG00000097007;NM_005157
ENSG00000214470;XM_001130731
ENSG00000170099;NM_001756
ENSG00000082512;NM_004619
ENSG00000171456;NM_001164603
ENSG00000181903;NM_001004704
ENSG00000176201;NM_020973
ENSG00000183791;NM_001100817
ENSG00000134352;NM_175767
ENSG00000144741;NM_173471
ENSG00000214819;XM_001725421
ENSG00000068971;NM_006244
ENSG00000196570;NM_001029886
ENSG00000101435;NM_080610
ENSG00000214779;NM_001076680
ENSG00000003402;NM_003879
ENSG00000112739;XM_001720186
ENSG00000174384;NM_001129851
ENSG00000135775;NM_007357
ENSG00000139112;NM_031412
ENSG00000025434;NM_001130101
ENSG00000159496;NM_153615
ENSG00000139211;NM_181847
ENSG00000068990;NM_001477
ENSG00000185787;NM_006791
ENSG00000214608;NM_031861
ENSG00000164938;NM_033285
ENSG00000141141;NM_007010
ENSG00000183098;NM_005708
ENSG00000011052;NM_002512
ENSG00000108773;NM_021078
ENSG00000164751;NM_001079867
ENSG00000157214;NM_001040666
ENSG00000183186;NM_001136263
ENSG00000197816;NM_020893
ENSG00000216649;NM_001127200
ENSG00000142867;XM_933781
ENSG00000154025;NM_152351
ENSG00000111605;NM_007007
ENSG00000105552;NM_001164773
ENSG00000183291;NM_004261
ENSG00000168393;NM_012145
ENSG00000146457;NM_152857
ENSG00000066654;NM_017736
ENSG00000119203;NM_016207
ENSG00000100262;NM_001142293
ENSG00000168653;NM_004552
ENSG00000163359;NM_057167
ENSG00000110911;NM_000617
ENSG00000154764;NM_004625
ENSG00000113389;NM_000908
ENSG00000132635;NM_022760
ENSG00000174368;NM_001129851
ENSG00000093144;NM_001002030
ENSG00000067113;NM_003711
ENSG00000103426;NM_024535
ENSG00000218802;XM_002344310
ENSG00000135541;NM_001134832
ENSG00000137124;NM_000692
ENSG00000168081;NM_006228
ENSG00000116539;NM_018489
ENSG00000123453;NM_007101
ENSG00000137501;NM_001162953
ENSG00000147382;NM_001130997
ENSG00000168916;NM_020747
ENSG00000138101;NM_183360
ENSG00000170312;NM_001786
ENSG00000133313;NM_018235
ENSG00000197168;NM_199289
ENSG00000068990;NM_001472
ENSG00000147601;XM_929288
ENSG00000204688;NM_030883
ENSG00000005884;NM_002204
ENSG00000188039;NM_001007525
ENSG00000100393;NM_001429
ENSG00000186792;NM_003549
ENSG00000133640;NM_001079910
ENSG00000125899;XM_001131465
ENSG00000139350;NM_001135176
ENSG00000197756;NM_000998
ENSG00000071655;NM_003926
ENSG00000107736;NM_001171931
ENSG00000112200;NM_001031623
ENSG00000180408;NM_001145432
ENSG00000139324;NM_181783
ENSG00000118785;NM_001040058
ENSG00000113196;NM_004821
ENSG00000174132;NM_198507
ENSG00000183559;NM_001010912
ENSG00000107438;NM_020992
ENSG00000092068;NM_182728
ENSG00000136141;NM_001164213
ENSG00000165156;NM_001017926
ENSG00000070159;NM_002829
ENSG00000186523;XM_001715289
ENSG00000149090;NM_015430
ENSG00000006468;NM_001163150
ENSG00000150995;NM_001168272
ENSG00000182572;NM_003537
ENSG00000100211;NM_015373
ENSG00000145416;NM_017923
ENSG00000204539;NM_001264
ENSG00000143418;NM_181746
ENSG00000119599;NM_001163509
ENSG00000097096;NM_032184
ENSG00000088179;NM_002830
ENSG00000115423;NM_001370
ENSG00000132382;NM_014520
ENSG00000110076;NM_138732
ENSG00000076356;NM_025179
ENSG00000163797;NM_004891
ENSG00000130045;NM_145283
ENSG00000129028;NM_020147
ENSG00000014138;NM_002689
ENSG00000221866;NM_181775
ENSG00000141867;NM_014299
ENSG00000174460;NM_173798
ENSG00000159023;NM_203342
ENSG00000188004;NM_001013661
ENSG00000215253;NM_021123
ENSG00000075790;NM_001008407
ENSG00000197070;NM_152285
ENSG00000137486;NM_020251
ENSG00000164741;NM_006094
ENSG00000081842;NM_018899
ENSG00000132781;NM_001128425
ENSG00000177324;NM_153346
ENSG00000050165;NM_015881
ENSG00000159692;NM_001012614
ENSG00000133112;XM_001718916
ENSG00000170054;NM_175739
ENSG00000135677;NM_002076
ENSG00000135636;NM_001130980
ENSG00000197106;NM_001010898
ENSG00000087495;NM_080672
ENSG00000183434;NM_016521
ENSG00000156500;NM_138819
ENSG00000183576;NM_199123
ENSG00000184750;NM_175743
ENSG00000217738;NM_152401
ENSG00000147854;NM_152896
ENSG00000155961;NM_171998
ENSG00000104529;NM_032378
ENSG00000030419;NM_016260
ENSG00000141506;NM_001142633
ENSG00000153561;NM_022780
ENSG00000132694;NM_014784
ENSG00000178067;NM_001164467
ENSG00000168692;NM_001077697
ENSG00000101363;XM_001724763
ENSG00000125820;NM_002509
ENSG00000171723;NM_020806
ENSG00000018189;NM_014961
ENSG00000113492;NM_031900
ENSG00000134369;NM_001167738
ENSG00000102760;NM_014059
ENSG00000112304;NM_001160094
ENSG00000142864;NM_001018068
ENSG00000206053;NM_144570
ENSG00000188976;NM_015658
ENSG00000130038;NM_001144958
ENSG00000137411;NM_001167734
ENSG00000099957;NM_005446
ENSG00000182158;NM_194071
ENSG00000141552;NM_001002245
ENSG00000138430;NM_001011708
ENSG00000188710;NM_198180
ENSG00000116906;NM_014236
ENSG00000140451;NM_025049
ENSG00000099864;NM_001040134
ENSG00000178295;NM_182625
ENSG00000136770;NM_022365
ENSG00000181634;NM_005118
ENSG00000100523;NM_030637
ENSG00000166401;NM_002640
ENSG00000113569;NM_004298
ENSG00000114450;NM_021629
ENSG00000141506;NM_014308
ENSG00000197540;NM_005317
ENSG00000188290;NM_021170
ENSG00000100632;NM_004450
ENSG00000115009;NM_004591
ENSG00000084093;NM_005612
ENSG00000183644;NM_207430
ENSG00000214534;XM_002348264
ENSG00000128272;NM_182810
ENSG00000100991;NM_015638
ENSG00000162864;NM_001163561
ENSG00000158528;NM_017650
ENSG00000152464;NM_183005
ENSG00000197928;NM_182609
ENSG00000113083;NM_002317
ENSG00000153446;NM_152459
ENSG00000053747;NM_001127718
ENSG00000160221;NM_198155
ENSG00000103415;NM_001127204
ENSG00000095739;NM_012342
ENSG00000120963;NM_016096
ENSG00000181958;NM_001005275
ENSG00000197582;NM_000581
ENSG00000185085;NM_030628
ENSG00000198223;NM_172246
ENSG00000105220;NM_000175
ENSG00000151892;NM_145793
ENSG00000111785;NM_018157
ENSG00000204843;NM_001135040
ENSG00000048052;NM_178425
ENSG00000117475;NM_003666
ENSG00000164011;NM_015911
ENSG00000114455;NM_007072
ENSG00000014216;NM_005186
ENSG00000101146;NM_003610
ENSG00000105398;NM_003167
ENSG00000100354;NM_001024843
ENSG00000183484;NM_013345
ENSG00000083799;NM_015247
ENSG00000151704;NM_153764
ENSG00000198160;NM_020948
ENSG00000176405;XM_001716747
ENSG00000160868;NM_017460
ENSG00000089280;NM_001170937
ENSG00000187223;NM_178430
ENSG00000135404;NM_001780
ENSG00000127616;NM_001128847
ENSG00000121101;NM_198393
ENSG00000169740;NM_006973
ENSG00000197681;NM_032258
ENSG00000007129;NM_001098506
ENSG00000104093;NM_015263
ENSG00000219757;XM_001716737
ENSG00000123395;NM_021934
ENSG00000131791;NM_005399
ENSG00000116171;NM_001007100
ENSG00000198374;NM_003511
ENSG00000173276;NM_001098403
ENSG00000115524;NM_012433
ENSG00000145113;NM_004532
ENSG00000049540;NM_001081755
ENSG00000196475;NM_033214
ENSG00000168092;NM_002572
ENSG00000182768;NM_016645
ENSG00000180155;NM_177458
ENSG00000167792;NM_001166102
ENSG00000117899;NM_015154
ENSG00000124406;NM_006095
ENSG00000180316;NM_001145717
ENSG00000169083;NM_000044
ENSG00000040731;NM_006727
ENSG00000131149;NM_001134473
ENSG00000181396;NM_175902
ENSG00000168878;NM_000542
ENSG00000168843;NM_001128428
ENSG00000212743;XM_001725021
ENSG00000111790;NM_001171887
ENSG00000147059;NM_019003
ENSG00000102575;NM_001611
ENSG00000197912;NM_003119
ENSG00000196712;NM_000267
ENSG00000088756;NM_030672
ENSG00000188905;XM_292596
ENSG00000100417;NM_002676
ENSG00000174937;NM_001004742
ENSG00000155111;NM_015076
ENSG00000147231;NM_018015
ENSG00000188279;NM_001137548
ENSG00000188611;XM_927086
ENSG00000196815;NM_001136572
ENSG00000144331;NM_001113398
ENSG00000130830;NM_001166462
ENSG00000203900;XM_001724264
ENSG00000108797;NM_003632
ENSG00000102890;NM_024712
ENSG00000018869;NM_144690
ENSG00000215354;XM_496957
ENSG00000204838;XM_001718591
ENSG00000174715;XM_001717979
ENSG00000096696;NM_004415
ENSG00000170423;NM_173352
ENSG00000131018;NM_133650
ENSG00000185010;NM_019863
ENSG00000136447;NM_016632
ENSG00000170396;NM_194250
ENSG00000163918;NM_002916
ENSG00000079841;NM_001168407
ENSG00000145029;NM_032316
ENSG00000165813;NM_018017
ENSG00000215365;XM_496957
ENSG00000172340;NM_003848
ENSG00000163009;NM_182626
ENSG00000125492;NM_020064
ENSG00000170683;NM_001003745
ENSG00000125731;NM_005490
ENSG00000120669;NM_001144984
ENSG00000075886;NM_080386
ENSG00000049883;NM_024754
ENSG00000165078;NM_001127445
ENSG00000172113;NM_005793
ENSG00000197938;NM_001005482
ENSG00000188626;XM_001126904
ENSG00000138297;NM_006327
ENSG00000149582;NM_032780
ENSG00000129084;NM_148976
ENSG00000079337;NM_001098531
ENSG00000113088;NM_002104
ENSG00000078898;NM_025227
ENSG00000219481;NM_001170755
ENSG00000112419;NM_001100165
ENSG00000136653;NM_182663
ENSG00000105321;NM_015603
ENSG00000091073;NM_001102596
ENSG00000134419;NM_001030009
ENSG00000184903;NM_032549
ENSG00000213066;NM_194429
ENSG00000124212;NM_000961
ENSG00000184381;NM_003560
ENSG00000115738;NM_002166
ENSG00000213931;NM_005330
ENSG00000158813;NM_001005611
ENSG00000180537;NM_001165032
ENSG00000102069;NM_001012989
ENSG00000064666;NM_201277
ENSG00000167792;NM_007103
ENSG00000127329;NM_002837
ENSG00000222006;NM_000741
ENSG00000185023;XM_001724484
ENSG00000101489;NM_001025088
ENSG00000118514;NM_022568
ENSG00000054148;NM_001135861
ENSG00000167306;NM_001080467
ENSG00000182473;NM_001145298
ENSG00000100722;NM_207661
ENSG00000164695;NM_152284
ENSG00000181072;NM_001006629
ENSG00000159388;NM_006763
ENSG00000214320;NM_021645
ENSG00000122035;NM_206827
ENSG00000137133;NM_032593
ENSG00000142233;NM_145807
ENSG00000145642;NM_173829
ENSG00000106460;NM_018374
ENSG00000148053;NM_001018066
ENSG00000205937;XM_932750
ENSG00000204580;NM_013993
ENSG00000150275;NM_001142763
ENSG00000170941;NM_020844
ENSG00000102078;NM_022810
ENSG00000120729;NM_001135940
ENSG00000131771;NM_181505
ENSG00000186517;NM_001025598
ENSG00000167797;NM_005851
ENSG00000110536;NM_001143984
ENSG00000170043;NM_021210
ENSG00000102924;NM_004352
ENSG00000149292;NM_017868
ENSG00000070950;NM_020165
ENSG00000101076;NM_000457
ENSG00000006125;NM_001282
ENSG00000125901;NM_030811
ENSG00000206327;NM_002341
ENSG00000010626;NM_001135217
ENSG00000146350;NM_152730
ENSG00000077092;NM_000965
ENSG00000221891;NM_153027
ENSG00000158406;NM_003542
ENSG00000095303;NM_000962
ENSG00000143384;NM_021960
ENSG00000185220;NM_001017434
ENSG00000138160;NM_004523
ENSG00000212123;NM_001134316
ENSG00000204138;NM_001048183
ENSG00000215274;NM_021123
ENSG00000151789;NM_024697
ENSG00000101888;NM_018698
ENSG00000215757;NM_012314
ENSG00000130544;NM_001044388
ENSG00000137747;NM_001077263
ENSG00000206428;NM_004847
ENSG00000128285;NM_005297
ENSG00000167580;NM_000486
ENSG00000215253;NM_001098409
ENSG00000145781;NM_016144
ENSG00000163219;NM_001007231
ENSG00000105426;NM_002850
ENSG00000175390;XM_001720677
ENSG00000170486;NM_080747
ENSG00000136112;NM_001004127
ENSG00000164113;NM_139243
ENSG00000215374;XM_001720730
ENSG00000183675;NM_001042364
ENSG00000164816;NM_021010
ENSG00000188818;NM_024786
ENSG00000070961;NM_001682
ENSG00000152219;NM_152316
ENSG00000112394;NM_018593
ENSG00000153904;NM_001134445
ENSG00000112462;NM_030876
ENSG00000095794;NM_182770
ENSG00000171174;NM_022128
ENSG00000142920;NM_052998
ENSG00000150401;NM_001014283
ENSG00000184209;NM_180699
ENSG00000163430;NM_007085
ENSG00000112461;NM_030876
ENSG00000198467;NM_001145822
ENSG00000137203;NM_003220
ENSG00000204482;NM_205839
ENSG00000105501;NM_003830
ENSG00000128040;NM_021114
ENSG00000166401;NM_001031848
ENSG00000176101;NM_003731
ENSG00000165525;NM_004713
ENSG00000162711;NM_001127462
ENSG00000203952;NM_001101357
ENSG00000143375;NM_020770
ENSG00000176714;NM_001142682
ENSG00000017427;NM_001111284
ENSG00000176658;NM_015194
ENSG00000205777;NM_001040663
ENSG00000205775;NM_001040663
ENSG00000182518;NM_001166699
ENSG00000138071;NM_005722
ENSG00000135111;NM_005996
ENSG00000109066;NM_017728
ENSG00000135823;NM_005819
ENSG00000072694;NM_001002275
ENSG00000165795;NM_016250
ENSG00000187231;NM_178123
ENSG00000095059;NM_013406
ENSG00000049541;NM_181471
ENSG00000135636;NM_001130982
ENSG00000155093;NM_130843
ENSG00000197249;NM_001127702
ENSG00000204491;NM_001099850
ENSG00000217977;NM_001472
ENSG00000172748;NM_173539
ENSG00000205267;XM_001125847
ENSG00000161980;NM_016310
ENSG00000132881;NM_030907
ENSG00000136238;NM_018890
ENSG00000140623;NM_144605
ENSG00000203900;XM_001724516
ENSG00000146411;NM_145176
ENSG00000120693;NM_001127217
ENSG00000116708;NM_001009611
ENSG00000198431;NM_182743
ENSG00000179774;NM_145178
ENSG00000058729;NM_001159749
ENSG00000075651;NM_001130081
ENSG00000125962;NM_001168485
ENSG00000188909;NM_001098169
ENSG00000089685;NM_001012271
ENSG00000012174;NM_015884
ENSG00000114353;NM_002070
ENSG00000080493;NM_001098484
ENSG00000107736;NM_001171936
ENSG00000110711;NM_003977
ENSG00000149600;NM_001099339
ENSG00000139174;NM_001144882
ENSG00000146910;NM_001103176
ENSG00000173376;NM_024574
ENSG00000140650;NM_000303
ENSG00000169991;NM_001136265
ENSG00000132879;NM_033182
ENSG00000183773;NM_144704
ENSG00000165879;NM_005479
ENSG00000151005;NM_032136
ENSG00000039068;NM_004360
ENSG00000197530;NM_001170687
ENSG00000220205;NM_014232
ENSG00000145675;NM_181504
ENSG00000140285;NM_002009
ENSG00000133740;NM_001083588
ENSG00000215274;NM_001098409
ENSG00000070081;NM_005013
ENSG00000148680;NM_019860
ENSG00000100433;NM_138318
ENSG00000182945;XM_001130417
ENSG00000131095;NM_001131019
ENSG00000205775;NM_001098409
ENSG00000205777;NM_001098409
ENSG00000140905;XM_945736
ENSG00000143333;NM_002928
ENSG00000174796;NM_144721
ENSG00000100938;NM_016576
ENSG00000186523;NM_201598
ENSG00000162946;NM_018662
ENSG00000197061;NM_003542
ENSG00000157954;NM_016003
ENSG00000188279;XM_002343005
ENSG00000149564;NM_138961
ENSG00000181444;NM_207336
ENSG00000177463;NM_003298
ENSG00000104883;NM_080662
ENSG00000171956;NM_012182
ENSG00000175352;NM_020645
ENSG00000132475;NM_005324
ENSG00000134905;NM_024537
ENSG00000009724;NM_006610
ENSG00000203979;NM_001080142
ENSG00000203975;NM_001080142
ENSG00000203976;NM_001080142
ENSG00000146618;NM_152898
ENSG00000203977;NM_001080142
ENSG00000146416;NM_016108
ENSG00000203978;NM_001080142
ENSG00000197837;NM_003538
ENSG00000124508;NM_181531
ENSG00000198590;NM_178342
ENSG00000203981;NM_001080142
ENSG00000104112;NM_001165257
ENSG00000168026;NM_145755
ENSG00000121274;NM_001040285
ENSG00000174899;NM_001130001
ENSG00000181929;NM_002733
ENSG00000206397;NM_001164239
ENSG00000169641;NM_001142546
ENSG00000172653;NM_152781
ENSG00000197530;NM_080875
ENSG00000212901;NM_031958
ENSG00000169612;NM_031452
ENSG00000168757;NM_001077697
ENSG00000130589;NM_033405
ENSG00000163377;NM_182522
ENSG00000168394;NM_000593
ENSG00000185798;NM_182627
ENSG00000131042;NM_001080978
ENSG00000112175;NM_021073
ENSG00000146242;NM_001166392
ENSG00000102103;NM_001032384
ENSG00000212786;XM_001721475
ENSG00000213071;NM_145727
ENSG00000075407;NM_001007094
ENSG00000125812;NM_022482
ENSG00000186409;NM_001080850
ENSG00000181722;NM_001164344
ENSG00000075568;NM_015348
ENSG00000187323;NM_005215
ENSG00000218624;NM_001033059
ENSG00000117480;NM_001441
ENSG00000163486;NM_001170637
ENSG00000213658;NM_001014989
ENSG00000213024;NM_153719
ENSG00000184675;NM_152424
ENSG00000138308;NM_032562
ENSG00000160094;NM_152493
ENSG00000162972;NM_024520
ENSG00000189337;NM_015209
ENSG00000128294;NM_003595
ENSG00000213499;NM_001080142
ENSG00000184436;NM_030573
ENSG00000196418;NM_003431
ENSG00000143727;NM_007099
ENSG00000048545;NM_000409
ENSG00000218534;XM_001723628
ENSG00000205858;XM_001716919
ENSG00000064666;NM_004368
ENSG00000073350;NM_001015002
ENSG00000204637;NM_001101396
ENSG00000105825;NM_006528
ENSG00000102387;NM_001168474
ENSG00000167165;NM_019076
ENSG00000168291;NM_000925
ENSG00000156103;NM_005941
ENSG00000143933;NM_001166106
ENSG00000145425;NM_001006
ENSG00000206396;NM_025260
ENSG00000171163;NM_001136036
ENSG00000196912;NM_025190
ENSG00000153820;NM_030623
ENSG00000100092;NM_018957
ENSG00000159289;NM_001164404
ENSG00000187095;NM_006866
ENSG00000125735;NM_003807
ENSG00000147647;NM_001385
ENSG00000188694;NM_001085455
ENSG00000113578;NM_033136
ENSG00000095787;NM_016628
ENSG00000164251;NM_005242
ENSG00000188051;XM_001719696
ENSG00000196497;NM_024658
ENSG00000093167;NM_001134369
ENSG00000213246;NM_003168
ENSG00000163697;NM_001166051
ENSG00000172789;NM_018953
ENSG00000160188;NM_080860
ENSG00000003400;NM_032977
ENSG00000100814;NM_021178
ENSG00000133317;NM_001142538
ENSG00000077327;NM_012443
ENSG00000167733;NM_198706
ENSG00000141034;NM_024052
ENSG00000081842;NM_031859
ENSG00000173085;NM_015697
ENSG00000150991;NM_021009
ENSG00000115904;NM_005633
ENSG00000017260;NM_001001487
ENSG00000078246;NM_001160408
ENSG00000050426;NM_001024668
ENSG00000215729;NM_000187
ENSG00000214078;NM_152927
ENSG00000196645;NM_001001413
ENSG00000214446;NM_182616
ENSG00000119537;NM_002035
ENSG00000131196;NM_172390
ENSG00000219239;XM_002347378
ENSG00000168356;NM_014139
ENSG00000163827;NM_024512
ENSG00000196966;NM_001123375
ENSG00000185219;NM_181489
ENSG00000167757;NM_001136032
ENSG00000153666;XM_001127022
ENSG00000138795;NM_001166119
ENSG00000091972;NM_005944
ENSG00000133103;NM_020751
ENSG00000181072;NM_001006627
ENSG00000124549;NM_024018
ENSG00000088543;NM_001171743
ENSG00000206255;NM_006411
ENSG00000149443;XM_001725705
ENSG00000160799;NM_144716
ENSG00000132670;NM_080841
ENSG00000163606;NM_138939
