ANALYSENR	LABORNR	RAUMSCHLUESSEL	LAND	FUNDORT	FUNDPLATZ	ORTNR	LAENGENGRAD	BREITENGRAD	MUSEUM	ZEITSTUFE	KULTUR	C14DATIERUNG	OBJEKTTYP	OBJEKT	VCU	CU	VSN	SN	VPB	PB	VAS	AS	VSB	SB	VAG	AG	VNI	NI	VBI	BI	VAU	AU	VZN	ZN	VCO	CO	VFE	FE	GEWICHT	DOPPELANALYSE
481	00601	28	F	Bouisset, Dolmen de, Dép.Herault	MegalithGrab	697	3.800	43.867	Tréviers, Slg.Arnal	25			801	Kupferperle, massiv		0	6	0.01		0.01		0.15		0.48		0.98		0.4		0		0		0		0		0.03		
482	00638	28	F	Fontvieille, Dép.Bouches-du-Rhone	Grotte de Bounias Steinkiste unt.Bodenn.	1711	4.400	43.717	Arles	25	SKK		215	Griffzungendolch, sehr lang. m. Hohlkehlen		0		0.01	1	0		2.1		0		0.01	1	0.001		0.008		0		0		0		0.02		* 119
483	00583	28	F	Boun Marcou, Dép.Aude	MegalithGrab m. 2 getr.Fundsch.	699	2.817	43.300	Narbonne	25			513	Schmuckscheibe, konkav, Innens. getreppt		0		0		0.05	9	0.005		0.35		0.88		0.03		0.005		0		0	1	0		0.04		
484	00582	14	F	Corbières, Dép. Aude	Einzf.	1157	2.633	42.917	Narbonne	25			104	Flachbeil als Querbeil benutzt		0		5.2		0		1.4	9	0.008		0.04		0.001		0.001		0		0		0		0.02		
485	00640	28	F	Eygalières, Dép. Bouches-du-Rhone	Tombe A.Menier	1612	4.950	43.767	Arles, Slg.Latour	25			501	Blech		0		0.03		0.55		0.2		0.16		0.13		0.02		0.01		0	8	5		0		0.1		
486	00641	28	F	Eygalières, Dép. Bouches-du-Rhone	Tombe A.Menier	1612	4.950	43.767	Arles, Slg.Latour	4			616	.		0		12		1.65		0.05		0.14		0.07		0.06		0.01		0		0.32	1	0		0.07		
490	00624	28	F	Fontbouisse, Dép. Gard	Siedl.	1708	4.000	44.000	Nîmes	25			711	Gußstück, kegelförmig		0		0		0.04		0.04		0.68		1.12		0.02		0		0		0		0	1	0		
491	00625	28	F	Fontbouisse, Dép. Gard	Siedl.	1708	4.000	44.000	Nîmes	25			806	Pfriem, querschnitt quadratisch		0	1	0		0.06		0		0.44		1.6		0.02		0.004		0		0		0		0.03		
492	00626	28	F	Fontbouisse, Dép. Gard	Siedl.	1708	4.000	44.000	Nîmes	25	SKK		215	Griffzungendolch, flach		0	1	0		0.03	9	0.006		0.86		1.7		0.01	9	0.001		0		0		0		0.03		
493	00627	28	F	Fontbouisse, Dép. Gard	Siedl.	1708	4.000	44.000	Nîmes	25			215	Dolch, schmal, seitlich Kerben		0		0		0.03	1	0		0.36	9	2.5		0.02	6	0.001		0		0.2		0		0.09		
494	00600	28	F	Fournes II, Dép.Hérault	"Allée couverte"	1725	2.650	43.317	Tréviers, Slg.Arnal	3			806	Pfriem mit rhombischer Mittelschwellung		0		11.4		0.81		0.04		0.05		0.1		0.03		0.006		0		0.12		0		0.05		
495	00639	28	F	La Source,Grotte de, Dép.B-du-Rhone	Steinkiste unter Bodenniveau	2797	4.700	43.717	Arles	25			801	Kupferperle, doppeltkonisch		0	1	0		1.07	6	0.005	6	0.005		0.04	1	0.001	6	0.001		0		0		0		0.04		
496	00604	28	F	Lamalou, Dolmen de, Dép.Hérault	MegalithGrab	2825	3.783	43.750	Tréviers, Slg.Arnal	25			801	Perle, doppeltkonisch		0		0.02		0	1	0	6	0.005		0.05	1	0.001	6	0.001		0		0	0	0		0.07		
497	00603	28	F	Lamalou, Dolmen de, Dép.Hérault	MegalithGrab	2825	3.783	43.750	Tréviers, Slg.Arnal	3			806	Pfriem		0		3.7		0.06		0.08		0.29		0.1		0.02		0.02		0		0		0		0.05		
498	00596	28	F	Lamalou, Dolmen de, Dép.Hérault	MegalithGrab	2825	3.783	43.750	Tréviers, Slg.Arnal	25			801	Perle, doppelkonisch		0		0.05		0.05		0.06		1.7		0.38		0.001		0.006		0		0		0		0.5		
499	00520	21	F	Lannion, Dép.Finistère	Grabhügel	2850	3.450	48.733	Groningen, Arch.Biol.Inst. 1939/19	3			104	Flachbeil		0		5.2		0.44		0.09		0.04		0.01	6	0.05	9	0.003		0		0.5		0		0.07		
500	00519	21	F	Lannion, Dép.Finistère	Grabhügel	2850	3.450	48.733	Groningen, Arch.Biol.Inst. 1939/16	3			212	Dolch mit Mittelrippe		0	7	15		0		0.03		0.07		0.2	6	0.05		0.001		0		0		0		0.05		
501	00518	21	F	Lannion, Dép.Finistère	Grabhügel	2850	3.450	48.733	Groningen, Arch.Biol.Inst. 1939/17	3			212	Dolch ohne Griffzunge		0		7.1		0		3.9		0.03		0.02		0.1		0.01		0		0		0		0		
502	00517	21	F	Lannion, Dép.Finistère	Grabhügel	2850	3.450	48.733	Groningen, Arch.Biol.Inst. 1939/12	3			212	Dolch m. rudimentärer Griffzunge verz.		0	9	14		0		0.03		0.24		0	9	0.05	6	0.001		0		0		0		0.11		
503	00621	28	F	Macassargues, Dép.Gard	Höhle	3133	4.100	43.900	Nîmes	25			801	Kupferperle, geschweift, doppeltkonisch		0	1	0		0.16		0.1		1.75		0.33		0.02		0		0		0		0		0.02		
504	00622	28	F	Macassargues, Dép.Gard	Höhle	3133	4.100	43.900	Nîmes	25			806	Pfriem		0		0		0.02		0		0.25		1.3		0.02		0.002		0		0		0		0.03		
505	00623	28	F	Macassargues, Dép.Gard	Höhle	3133	4.100	43.900	Nîmes	25			602	Pfriem, sehr lang		0		0		0.18	1	0		0.57		1.4		0.01		0.01		0		0		0		0.03		
507	00592	28	F	Mailhac, Dép. Aude	aus der unteren Schicht.Höhle,2 getrennte Fundsch.	3159	2.817	43.300	Mailhac, Slg.Taffanel	3			806	Pfriem m. Mittelschwellung		0		2.2		0.09	1	0		0.08		0.08		0.02		0		0		0		0		0.05		
510	00586	14	F	Montou, Dép.Pyrénées-Orientales	Natürliche Höhle mit verschiedenen Schichten	3437	2.683	42.667	Perpignan-Corbières, Slg.P.Ponisch	3			110	Randleistenbeil		0		6.2		0		0.07		0.02		0.09		0.03		0.008		0		0.08		0		0.07		
511	00587	14	F	Montou, Dép.Pyrénées-Orientales	Natürliche Höhle mit verschiedenen Schichten	3437	2.683	42.667	Perpignan-Corbières, Slg.P.Ponisch	25			806	Pfriem		0		0.01		0.02		0.08		0		0.09		0.02		0.029		0		0		0		0.25		
515	00585	14	F	Narbonne, Umgeb.	Einzf.	3553	3.000	43.183	Narbonne	25			104	Flachbeil		0		0		0	1	0		1.1		0.86	1	0.001	6	0.001		0		0		0		0.03		
516	00637	28	F	Pâques, Grotte de, Dép.Gard	Natürliche Höhle mit mehreren Schichten	3909	4.483	43.967	Nîmes	4			212	Dolch mit 4 Nieten, verziert		0		10	1	0		0.01	9	0.007		0.02		0.03	6	0.001		0	1	0	6	0.1		0.08		
518	00633	28	F	En Quissé, La Grotte d' Dép. Gard	Höhle m. Grab	1543	3.800	43.950	Nîmes	25			104	Flachbeil als Querbeil benutzt		0	1	0		0.01		0.3		2.1		1.2		0.01	6	0.001		0		0		0		0.04		
519	00634	28	F	En Quissé, La Grotte d' Dép. Gard	Höhle m. Grab	1543	3.800	43.950	Nîmes	25			801	Kupferperle, doppeltkonisch		0		0		1.02		0.09		1.3	9	2.5		0.01		0.004		0		0		0		0.02		
520	00635	28	F	En Quissé, La Grotte d' Dép. Gard	Höhle m. Grab	1543	3.800	43.950	Nîmes	25			801	Kupferperle Doppeltkonisch		0		0		0.04		0.01		0.93		1		0.02		0.009		0		0		0		0.03		
521	00636	28	F	En Quissé, La Grotte d' Dép. Gard	Höhle m. Grab	1543	3.800	43.950	Nîmes	25			801	Perle, dopp. kon., 2 anhäng. tropff. Perlen		0		0		0.04		0.02		0.67		0.83		0.03		0.004		0		0		0		0.04		
522	00632	28	F	Rascassols, Dolmen de, Dép.Gard	MegalithGrab	4250	3.850	43.967	Nîmes	25			307	Blechstück, dolchförmig		0		0.02		0.24		0.03		0.08		0.08		0.15		0.006		0		0		0		0.04		
523	00598	28	F	Torte, Rivière, Dép. Hérault	MegalithGrab	5362	3.817	43.717	Tréviers, Slg.Arnal	6			616	Kugelkopfnadel		0		11.6		0.18		0		0		0		0.001		0		0		0.1		0		0.08		
524	00612	28	F	Rouquette, Grotte de la, Dép. Gard	Höhle	4414	4.117	44.083	Nîmes	25			806	Pfriem		0		0	1	0		0.05		1.05		1.15	6	0.01	6	0.001		0		0		0		0.01		
525	00613	28	F	Rouquette, Grotte de la, Dép. Gard	Höhle	4414	4.117	44.083	Nîmes	25			806	Pfriem		0		0		0.06		0		0.52		1.2		0.02		0.002		0		0		0	1	0		
526	00614	28	F	Rouquette, Grotte de la, Dép. Gard	Höhle	4414	4.117	44.083	Nîmes	25			801	Perle doppeltkonisch, facettiert		0	6	0.01		0	1	0		0.15		0.06		0.01		0.004		0	1	0		0		0.04		
527	00615	28	F	Rouquette, Grotte de la, Dép. Gard	Höhle	4414	4.117	44.083	Nîmes	25			801	Perle, walzenförmig, m. Mittelschwellung		0	1	0	6	0.01		1.05		4		1.7		0.001	9	0.2		0		0		0		0.02		
528	00616	28	F	Rouquette, Grotte de la, Dép. Gard	Höhle	4414	4.117	44.083	Nîmes	25			801	Perle, doppeltkonisch, facettiert		0		0		0.08		0.05		1.4		1		0.02		0.001		0		0		0	1	0		
529	00617	28	F	Rouquette, Grotte de la, Dép. Gard	Höhle	4414	4.117	44.083	Nîmes	25			801	Perle, gestreckt doppk. und facettiert		0		0	8	5		0		0.14		1.3		0.02		0.01		0		0		0		0.04		
530	00618	28	F	Rouquette, Grotte de la, Dép. Gard	Höhle	4414	4.117	44.083	Nîmes	25			104	Flachbeil		0		0		0	1	0		0.35		0.81	1	0.001		0.002		0		0		0		0.09		
531	00619	28	F	Rouquette, Grotte de la, Dép. Gard	Höhle	4414	4.117	44.083	Nîmes	25			507	Scheibe, gegossen mit Mittelbohrung		0		0	9	5		0		0.02		0.06	1	0.001		0.005		0		0		0		0.04		
532	00620	28	F	Rouquette, Grotte de la, Dép. Gard	Höhle	4414	4.117	44.083	Nîmes	25			801	Perle, tropfenförmig		0		0		2.8		0		0.05		0.17		0.01		0.01		0	1	0		0		0.03		
533	00628	28	F	St-Gervais-les-Bagnols, Dép.Gard	MegalithGrab	4908	4.000	44.000	Nîmes	5			616	Kugelkopfnadel		0		9.5		0.39		0.06		0.12		0.1		0.05		0.02		0		0		0		0.06		
534	00629	28	F	St-Gervais-les-Bagnols, Dép.Gard	MegalithGrab	4908	4.000	44.000	Nîmes	4			806	Pfriem mit Mittelschwellung		0		8.3		0.04		0	1	0		0.01		0.02	6	0.001		0		0		0		0.05		
535	00630	28	F	St-Gervais-les-Bagnols, Dép.Gard	MegalithGrab	4908	4.000	44.000	Nîmes	3			806	Pfriem mit Mittelschwellung		0		9.5		0.09		0.03		0.03	6	0.01		0.05		0.01		0		0.39	1	0		0.34		
536	00609	28	F	St-Hippolyte-du-Fort, Dép.Gard	Höhle?	4912	3.850	43.967	Nîmes	25			801	Perle, plump, doppeltkonisch		0		0		0		0.3		1.3		1.15		0.001		0		0		0		0		0.07		
537	00610	28	F	St-Hippolyte-du-Fort, Dép.Gard	Höhle?	4912	3.850	43.967	Nîmes	25			801	Perle, doppeltkonisch		0		0.01		0.03		0.8		2.8		1.3		0.001		0.001		0		0		0		0.05		
538	00611	28	F	St-Nicolas, Dép.Gard	Höhle	4945	4.367	43.950	Nîmes	25			801	Perle, diskusförmig		0		0		2.4		0		0.03		0.11		0.02	6	0.001		0		0		0		0.04		
539	00605	28	F	La Cadière, Dép. Gard	Vesson, Abris sous Roche	2767	3.800	43.950	Nîmes	3			711	Gußstücke, Form unbestimmt, Metallstück		0		0.77		2.1		0.09		0.26		0.1		0.09		0.001		0	8	5		0		0.2		
540	00606	28	F	Vesson, Dép.Gard	"Abri sous Roche"	5633	3.800	43.950	Nîmes	3			806	Pfriem		0		8.7		0.49		0.09		0.15		0.09		0.06		0.02		0		0.11		0	9	0.8		
541	00607	28	F	Vesson, Dép.Gard	"Abri sous Roche"	5633	3.800	43.950	Nîmes	3			407	Spiralring		0		2.2		0		0.11		0.02		0.01		0.02	6	0.001		0		0		0		0.03		
542	00584	14	F	Villemagne, Dép. Aude	Einzelfund	5691	2.000	43.000	Narbonne	25			104	Flachbeil		0		0.01		0.02		0.09		0.05		0.02		0.01		0.001		0		0		0		0.03		
543	00745	141	GR	Robine Atike	Einzf.	4349	0.000	0.000	?	59			407	Armreif		0		0.02		0.03		0.8		0.05		0.28		0.11		0.2		0		0		0		0.03		
544	00560	35	I	Abini, Sardinien	Depot	30	9.100	40.150	Cagliari	6			710	Gußkuchen		0		1.8		0.1	1	0		0.04		0.04	6	0.01		0.01		0	1	0		0		0.75		
545	00561	35	I	Abini, Sardinien	Depot	30	9.100	40.150	Cagliari	6			710	Gußkuchen		0		0	1	0	6	0.005	1	0		0.02	1	0.001	1	0		0		0		0		0.07		
546	00562	35	I	Abini, Sardinien	Depot	30	9.100	40.150	Cagliari	6			710	Gußkuchen		0		0.25		0.05	1	0	1	0		0.02		0.02	6	0.001		0	1	0		0		0.09		
547	00566	35	I	Abini, Sardinien	Depot	30	9.100	40.150	Cagliari	6			710	Gußkuchen		0		0.06		0.02	1	0	1	0		0.05		0.03	9	0.001		0		0		0		0.03		
548	00567	35	I	Abini, Sardinien	Depot	30	9.100	40.150	Cagliari	6			710	Gußkuchen		0		0.16	9	4	1	0		0.16		0.25		0.01	9	0.003		0		0.04		0		0.11		
549	00568	35	I	Abini, Sardinien	Depot	30	9.100	40.150	Cagliari	6			710	Gußkuchen		0		0		0		0		0		0.01		0.001	1	0		0		0		0	1	0		
550	00581	35	I	Abini, Sardinien	Depot	30	9.100	40.150	Cagliari	6			307	Pfeilspitze mit Stiel		0		0.55		0.09		0.09		0.09		0.01		0.02		0.002	2	0		0		0		0.23		
551	00570	35	I	Abini, Sardinien	Depot	30	9.100	40.150	Cagliari	6			307	Pfeilspitze mit Stiel		0		0.01		0.02		1.1		0.02		0.41		0.03		0.019		0		0		0		0.01		
552	00565	35	I	Abini, Sardinien	Depot	30	9.100	40.150	Cagliari	6			710	Gußkuchen		0		0.3		0.05		0.04		0.04		0.1		0.2		0.001		0		0.05		0		0.03		
553	00564	35	I	Abini, Sardinien	Depot	30	9.100	40.150	Cagliari	6			710	Gußkuchen		0		0.7		0.06		0.05		0.01	6	0.01		0.25		0.001		0		0	1	0		0.06		
554	00563	35	I	Abini, Sardinien	Depot	30	9.100	40.150	Cagliari	6			710	Gußkuchen		0		0.14		0.03	1	0	9	0.007		0.07		0.04		0.001		0		0		0		0.08		
555	00559	35	I	Abini, Sardinien	Depot	30	9.100	40.150	Cagliari	6			710	Gußkuchen		0	6	0.01		0.1	1	0	1	0		0.02		0.04	6	0.001		0		0.01		0		0.04		
556	00576	35	I	Anghelu Ruju, Sardinien	Depot	199	8.333	40.633	Cagliari	25	SKK		215	Griffzungendolch		0		0		0		0.11		0.17	6	0.01	1	0.001		0		0		0		0		0.04		
557	00577	35	I	Anghelu Ruju, Sardinien	FelskammerGrab 1	199	8.333	40.633	Cagliari	25	SKK		806	Pfriem		0		0		0		0.07		0.2	6	0.01	1	0.001		0		0		0	1	0		0.05		
558	00578	35	I	Anghelu Ruju, Sardinien	FelskammerGrab 1	199	8.333	40.633	Cagliari	25			806	Pfriem		0		0.01		0		0.09		1.1		1.4		0.01	6	0.001		0		0		0		0.02		
559	00574	35	I	Anghelu Ruju, Sardinien	FelskammerGrab 1	199	8.333	40.633	Cagliari	25			806	Pfriem		0		0	6	0.01		0.3		0.4		0.09		0.01		0.003		0		0		0		0.01		
560	00575	35	I	Anghelu Ruju, Sardinien	FelskammerGrab 13	199	8.333	40.633	Cagliari	25			806	Pfriem		0	1	0	1	0		0.11		0.14	6	0.01	1	0.001		0.01		0		0.41	6	0.1		0.6		
561	00579	35	I	Anghelu Ruju, Sardinien	FelskammerGrab 13	199	8.333	40.633	Cagliari	25			407	Ring mit Spitzenden		0		0		0.34		0.05		0.04		0.01		0.02		0.003		0		0.09		0		0.5		
562	00572	35	I	Anghelu Ruju, Sardinien	FelskammerGrab 18	199	8.333	40.633	Cagliari	25	SKK		806	Pfriem mit rhombischer Mittelschwellung		0		0.2		0.3		1.7		0.03		0.34	1	0.001		0.03		0	1	0		0		0.04		
563	00573	35	I	Anghelu Ruju, Sardinien	FelskammerGrab 20	199	8.333	40.633	Cagliari	25	SKK		806	Pfriem		0		0.05		0.18		1.31		0.07		0.3		0.001		0.01		0		0		0		0.12		
564	00569	35	I	Anghelu Ruju, Sardinien	FelskammerGrab 20	199	8.333	40.633	Cagliari	25			112	Flachbeil		0		0	1	0		0.78		1.55		0.12	1	0.001		0.025		0		0		0		0.03		
565	00571	35	I	Anghelu Ruju, Sardinien	FelskammerGrab 30	199	8.333	40.633	Cagliari	25	SKK		215	Griffzungendolch		0		0		0.02		0.05		0.76		0.15		0.01		0.009		0		0	1	0		0.02		
566	00704	32	I	Acqua Prateri, Prov.Pisa	FelskammerGrab 30	46	10.617	43.317	Florenz	25			212	Dolch mit beidseitiger Mittelrippe		0		0.05		0.01	9	5		3.1		0.29		0.04		0		0		0	1	0		0		
567	00706	32	I	Acqua Prateri, Prov.Pisa	Grab	46	10.617	43.317	Florenz	25			112	Flachbeil, Ansatz zu Randleisten		0		0.01		0.15		0.05		0.03		0.02		0.001		0.01		0	1	0		0	1	0		
568	00708	32	I	Acqua Prateri, Prov.Pisa	Grab	46	10.617	43.317	Florenz	25			212	Dolch		0		0	6	0.01	9	4		3.7		0.3		0.01		0		0		0		0	1	0		
569	00709	32	I	Acqua Prateri, Prov.Pisa	Grab	46	10.617	43.317	Florenz	25			112	Flachbeil		0	1	0		0		2		1.1		0.13	6	0.01		0		0		0	1	0	1	0		
570	00555	32	I	Arezzo, Prov.	Grab	4164	11.000	43.000	Arezzo 10891	25			212	Dolch mit verstärkter Mittelpartie		0	6	0.01		0.08		1		0.76		0.07		0.02	6	0.001		0		0		0		0.03		
571	00556	32	I	Arezzo, Prov.	?	4164	11.000	43.000	Arezzo 10892	25			212	Dolch mit erhabener Mittelpartie		0		11.4		1.07		0.24	6	0.1		0.03		0.06		0.03		0		0.12		0.2		0.45		
572	00558	32	I	Arezzo, Prov.	?	4164	11.000	43.000	Arezzo	25			112	Flachbeil, Ansatz zu Randleisten		0		0		0		0.17	1	0		0.06		0.001		0.01		0		0		0		0.08		
573	00557	32	I	Battifolle, Prov. Arezzo	?	464	11.767	43.433	Arezzo 961	25			212	Dolch m. verstärkter Mittelp. 4-5 Nietl.		0		0.04		0.01		2.5		0.02	6	0.01	9	0.01		0.003		0		0		0		0.02		
574	00711	32	I	Bibbona, Prov. Livorno	Grab	566	10.600	43.267	Florenz	22			104	Flachbeil		0		0		0	1	0	1	0		0.03		0.001	6	0.001		0		0		0		0		
575	00671	31	I	Bor di Pacengo, Prov.Verona	Einzf.	666	10.717	45.467	Verona	4			111	Randleistenbeil		0		9		0		0.9		0.1		0.02		0.43	6	0.001		0		0		0.08		0.11		* 121
576	00675	31	I	Borgo Panigale, Prov. Bologna	Pfahlbau am Gardasee	674	11.267	44.533	Bologna	25			110	Flachbeil, durch Hämmern hergestellte Randleisten		0		0		0		0.08		0.02		0.02		0.07		0.012		0		0		0		0.08		* 123
577	00676	31	I	Borgo Rivola, Prov.Ravenna	Einzf.	675	11.683	44.250	Bologna	25			210	Dolch m. kurz. Griffz. u. beids. Mittelrippe		0	6	0.01		0.01		1.6	9	0.005		0.12		0.02	9	0.2		0		0.02		0		0.01		
578	00677	31	I	Borgo Rivola, Prov.Ravenna	Grab?	675	11.683	44.250	Bologna	25			210	Dolch m. kurz. Griffz. u. eins. Mittelrippe		0	1	0		0		2.1	6	0.005		0.08		0.02		0.11		0		0		0		0.08		
579	00678	31	I	Borgo Rivola, Prov.Ravenna	Grab?	675	11.683	44.250	Bologna	25			104	Flachbeil		0		0		0		0.1	1	0		0.05		0.001		0.016		0		0		0		0.1		
580	00720	32	I	Brolio, Prov.Arezzo	Grab?	767	11.850	43.283	Florenz 4904	4			212	Dolch m. 4 Nietl. u. erhabener Mittelpartie		0		9.3		0.06		0.2		0.15		0.02		0.33		0		0		0.09		0		0.1		
581	00666	31	I	Bussolengo, Prov. Verona	F.O.?	833	10.850	45.467	Verona	6			215	Dolch m. erhabener Mittelpartie u. 1 Nietl		0		7.9		0.42		0.27	6	0.1		0.04		0.64		0.05		0		0		0.11	7	1		
582	00540	32	I	Castelluccio la Foce, Prov. Siena	Näheres unbekannt	934	11.767	43.033	Siena	25			111	Randleistenbeil		0		7.5		1		0.04		0.16		0.04		0.05		0.01		0		0		0		0.14		
583	00541	32	I	Castelluccio la Foce, Prov. Siena	Zusammengehörig mit SAMNR 583, 584	934	11.767	43.033	Siena	25			210	Stabdolchklinge m. beids. Mittelr. u. 3 Nietl		0		0.01		0.03		1.55		2.3		0.26		0.07	6	0.001		0		0		0		0.03		
584	00542	32	I	Castelluccio la Foce, Prov. Siena	Zusammengehörig mit SAMNR 582, 584	934	11.767	43.033	Siena	25			111	Randleistenbeil		0	1	0		0		0.07		0.04		0.06	1	0.001		0.01		0		0		0		0.23		
585	00551	32	I	Castiglione/Lago, Prov.Perugia	Zusammengeh.m.SAMNR 582, 583=Castelluccio la Foce	942	12.050	43.117	Arezzo 956	25			212	Dolch mit 3 Nietlöchern		0		0		0.02		2.8		1.6		0.2		0.04	6	0.001		0		0		0		0.03		
586	00552	32	I	Castiglione/Lago, Prov.Perugia	Grab	942	12.050	43.117	Arezzo 957	25			212	Dolch mit 3 Nietlöchern		0		0		0.05		3.6		1.6		0.64		0.09		0		0		0		0		0.04		
587	00661	31	I	Cattaragna, Prov. Brescia	Grab	959	9.417	44.617	Verona	4			702	Ösenringbarren		0		8.8		0		0.3		0.8		0.14		2		0.003		0		0	1	0		0.02		
588	00667	31	I	Cavriana, Prov. Mantua	Torbiera Bresciano. "Pfahlbau"	967	10.600	45.350	Verona	3			212	Dolch mit 1 erhaltenen Nietloch		0		0.07	6	0.01		0.25		2.15		1		0.5		0.02		0		0		0.04	9	1		
589	00669	31	I	Cavriana, Prov. Mantua	Torbiera. "Pfahlbau"-Funde	967	10.600	45.350	Verona	3			210	Dolch m. 5 Nietl. u. beids. Mittelrippe		0		0.12	1	0		0.51		1.42		0.58		1.1		0.001		0		0	1	0		0.03		
590	00714	32	I	Cecina, Prov.Livorno od.Pistoia	Torbiera. "Pfahlbau"-Funde	975	10.517	43.300	Florenz	25			112	Flachbeil, Ansatz zu Randleisten		0		0		0	6	0.005	9	0.009		0		0.001	6	0.001		0	1	0		0		0.1		
591	00780	31	I	Colombare di Negrar, Prov. Verona	1804 zusammen m. einem Silexdolch geschenkt	1132	10.850	45.267	Verona	22			104	Flachbeil		0		0		0		0		0	6	0.01		0.08	1	0		0		0		0	1	0		
592	00554	32	I	Cortona, Prov. Arezzo	F.O.?	1178	11.983	43.283	Arezzo 10893	25			212	Dolch mit 2 Nietlöchern		0	1	0		0.04		3.1		1.65		0.13		0.2	6	0.001		0		0		0		0.05		
593	00679	31	I	Dozza, Prov. Bologna	F.O.?	1393	11.633	44.367	Bologna	4			212	Dolch, 5 Nietl. beids. verd. Mittelpartie		0		11.1		0.82		0.65		0.13		0.04		0.05		0.01		0		0.28		0		0.06		
594	00712	32	I	Prov.Firenze	Vollbronzezeitliche Siedl.	4173	11.250	43.783	Florenz 1071	25			112	Flachbeil, Ansatz z Randleisten		0		0		0		0.01		0.25		0.06	1	0.001	6	0.001		0		0		0		0.09		
596	00721	32	I	Florenz, Prov. oder Pistoia, Prov.	Einzf.	4175	11.000	43.000	Florenz 1030	25			112	Flachbeil, einseitig Ansatz zu Randleisten		0		0		0	6	0.005	9	0.007		0		0.001	1	0		0	1	0		0		0.06		
597	00722	32	I	Florenz, Prov. oder Pistoia, Prov.	Einzf.	4175	11.000	43.000	Florenz 1069	25			110	Randleistenbeil		0		0		0		0.03		0.85		0.52	1	0.001		0		0		0		0		0.05		
598	00723	32	I	Florenz, Prov. oder Pistoia, Prov.	Einzf.	4175	11.000	43.000	Florenz 1028	4			110	Randleistenbeil		0		3.4		0.14		0.02		0.1		0.02	1	0.001		0.005		0		0.06		0		0.05		
599	00724	32	I	Florenz, Prov. oder Pistoia, Prov.	Einzf.	4175	11.000	43.000	Florenz	25			112	Flachbeil, einseitig Randleisten		0		0		0		0.92	1	0		0.1	1	0.001		0.01		0		0		0		0.03		
600	00725	32	I	Florenz, Prov. oder Pistoia, Prov.	Einzf.	4175	11.000	43.000	Florenz	25			110	Flachbeil, Ansatz zu Randleisten		0		0.3		0		1.7	1	0		0.06		0.01		0.005		0		0		0		0.03		
601	00553	32	I	Foiano, Prov.Arezzo	Einzf.	1695	11.817	43.250	Arezzo	25			212	Dolch m. beids. geschwollener Mittelpartie		0		0		0	1	0	1	0		0.01		0.001	1	0		0		0		0		0		
602	00715	32	I	Fucecchio, Prov.Florenz	F.O.?	1764	10.800	43.733	Florenz	25			112	Flachbeil, Ansatz zu Randleisten		0		0		0		0		0		0.19		0.04	6	0.001		0		0		0	1	0		
603	00705	32	I	Garfagnana, Prov.Florenz	Einzf. 1919	1812	10.500	44.083	Florenz	3			112	Flachbeil		0	7	12		0		0.2		0.01		0.02		0.05		0.001		0		0		0		0.35		
604	00707	32	I	Garfagnana, Prov.Florenz	F.O.?	1812	10.500	44.083	Florenz	25			104	Flachbeil		0		0		0		0.36		0.22		0.55	1	0.001		0.01		0		0		0	1	0		
605	00700	32	I	Germagnignano, Prov. Florenz (?)	F.O.?	1858	11.000	43.000	Florenz 84336	25			212	Dolch mit 1-3 Nietlöchern		0		0		0		2.5	1	0		0.22		0.001		0.04		0		0		0		0		
606	00698	32	I	Grosseto, Prov.Grosseto	Wahrscheinlich Grab	2020	11.117	42.767	Florenz	25			112	Flachbeil, Ansatz zu Randleisten		0		0		0		1.7		2.7		0.44		0.04	9	0.4		0	1	0		0		0		
607	00710	32	I	Livorno, Prov.	Siedl.? Zusammen m. Lagozza-Keramik	4180	10.000	43.000	Florenz	3			210	Stabdolch m. beidseitiger Mittelrippe		0		0.03		0.03	9	4		4.2		0.2		0.01		0		0		0.15		0	1	0		
608	00697	32	I	Manciano, Prov. Grosseto	Einzf.	3187	11.517	42.583	Florenz 87277	25			104	Flachbeil		0		0		0	1	0		0.12		0.04		0.001	6	0.001		0		0		0		0		
609	00693	32	I	Massa Marittima, Prov.Grosseto	F.O.?	3240	10.883	43.050	Florenz	25			212	Dolch mit 3 Nietlöchern		0	1	0		0.14		2.6		0.03		0.02	6	0.01		0.01		0		0.02		0	1	0.02		
610	00696	32	I	Massa Marittima, Prov.Grosseto	Grab	3240	10.883	43.050	Florenz	25			212	Dolch mit 2 Nietlöchern		0		0		0		3.5		0.02		0.05		0.001		0.03		0		0		0		0		
611	00694	32	I	Massa Marittima, Prov.Grosseto	Grab	3240	10.883	43.050	Florenz	3			210	Dolch m. 2 großen Nietlöchern		0		0		0.02		2.2		0.02		0.1	1	0.001		0.11		0		0		0	1	0		
612	00692	32	I	Massa Marittima, Prov.Grosseto	Grab	3240	10.883	43.050	Florenz	3			210	Stabdolch mit 2 Nietlöchern		0		0		0.04		2.75		0.45		0.1		0.02		0.001		0		0		0		0		
613	00695	32	I	Massa Marittima, Prov.Grosseto	Grab	3240	10.883	43.050	Florenz	3			212	Dolch mit 3 Nietlöchern		0		0		0.04	9	5		0.68		0.06	1	0.001		0.03		0		0		0		0		
614	00544	32	I	Monte Maggio, Prov. Siena	Grab	3414	11.000	43.000	Siena	4			110	Randleistenbeil		0		2.7		0.09		0.03		0.02		0.01		0.03		0.002		0		0.07		0		0.2		
