File Name HCC011_K.txt , Type a HCC  normalized	File Name HCC013_K.txt , Type a HCC  normalized	File Name HCC015_WH_KM.txt , Type a HCC  normalized	File Name HCC022_WH_KM.txt , Type a HCC  normalized	File Name HCC025WH.txt , Type a HCC  normalized	File Name HCC031.txt , Type a HCC  normalized	File Name HCC103_WH.txt , Type a HCC  normalized	File Name HCC104.txt , Type a HCC  normalized	File Name HCC105.txt , Type a HCC  normalized	File Name HCC107_WH.txt , Type a HCC  normalized	File Name HCC108.txt , Type a HCC  normalized	File Name HCC114.txt , Type a HCC  normalized	File Name HCC116_K.txt , Type a HCC  normalized	File Name HCC119.txt , Type a HCC  normalized
1.64	2.13	1.13	1.33	2.25	1.48	1.15	1.92	1.42	1.31	10.68	0.82	1.96	9.15
1.66	2.71	1.03	0.83	1.38	1.55	4.92	5.98	1.65	1.83	2.35	1.53	1.63	3.13
0.84	1.37	1.31	1.85	1.83	2.71	1.2	1.51	1.46	1.66	1.88	1.94	1.47	1.06
1.01	1.51	0.84	0.92	0.81	1.59	1.57	2.77	1.22	1.05	1.98	1.85	1.49	2.09
1.66	2.41	1.03	0.67	1.53	1.43	3.68	3.71	1.67	1.23	1.41	2.25	1.37	4.52
2.03	2.45	1.06	1.19	2.09	1.34	2.68	2.16	1.51	1.34	1.78	2.15	1.03	2.51
1.24	1.76	0.9	0.87	1.37	1.09	2.59	1.23	1.23	1.17	2.35	1.47	1.38	2.75
0.81	0.8	1.09	0.52	1.01	0.64	0.64	0.46	0.89	0.6	0.43	0.64	0.86	0.69
1.59	1.96	0.45	0.82	1.05	2.43	2.13	5.52	2.02	1.14	2.64	2.96	1.29	2.71
2.83	2.55	1.39	0.21	1.73	1.44	4.32	3.61	1.67	1.57	1.53	2.71	0.75	2.81
2.2	2.43	0.94	0.96	1.98	1.81	1.85	2.81	1.32	1.38	1.21	1.08	0.75	1.61
1.55	1.98	1.59	1.52	1.05	1.53	0.7	0.93	0.77	0.95	1.92	1.72	1.58	1.76
1.54	2.68	0.84	1.33	0.77	1.08	3.41	2.28	2.8	2.39	5.05	4.92	0.84	8.17
1.27	1.46	0.62	0.78	1.01	1.26	1.19	3.47	1.14	1.13	1.08	1.12	1.39	2.52
0.54	1.76	0.56	2.2	0.34	1.3	2.68	4.21	1.51	1.67	2.47	2.8	0.88	2.08
1.1	1.97	1.2	1.69	1.87	4.79	1.56	2.87	1.81	1.41	3.79	1.73	1.57	3.69
2.05	3.54	0.65	0.62	1.16	1.04	2.33	1.12	1.23	1.78	2.12	3.91	3.28	1.53
2.24	1.94	0.74	0.55	1.56	1.45	2.17	2.12	1.18	1.5	2.05	2.68	1.2	4.75
0.32	0.74	0.4	1.85	0.2	0.26	0.15	1.13	0.7	0.52	0.58	1.06	0.25	1.59
2.64	2.05	0.71	1.15	0.75	0.36	1.73	1.94	0.97	0.74	2.15	1.3	2.01	1.64
0.82	1.08	0.97	2.57	0.49	3.16	0.26	0.28	0.46	0.93	2.13	0.92	1.49	0.41
1.35	1.96	1.21	1.73	2.04	0.89	1.39	1.47	1.68	1.71	2.43	1.93	2.77	2.11
1.06	1.25	0.56	0.93	1.02	1.1	1.28	0.64	0.63	1.04	0.84	2.02	1.52	1.46
2.1	2.18	0.74	0.88	1.48	1.69	0.88	5.21	2.28	1.24	2.03	1.6	1.23	1.57
0.76	0.37	0.53	2.17	1.32	0.27	0.22	0.3	0.59	0.52	0.83	0.97	0.99	0.49
1.84	1.1	0.64	0.95	0.9	1.21	1.08	2.12	1.19	1.35	1.82	1.39	1.74	1.74
1.45	1.68	1.08	1.13	1.59	4	3.81	3.33	1.46	1.18	1.91	2.37	1.82	1.23
3.56	8.41	6.7	0.33	2.81	4.58	1.68	1.16	10.36	3.78	10.24	0.95	2.02	1.79
1.52	1.67	1.11	1.06	1.47	1.59	1.26	1.77	1.31	1.16	2.37	1.18	1.05	0.96
2.41	1.56	0.33	0.59	0.7	0.79	1.21	2.11	0.87	0.86	0.86	2.17	4.03	0.95
2.72	2.68	1.85	0.84	2.35	8.03	6.37	8.52	3	2.37	2.58	4.35	2.42	7.39
1.16	1.62	0.75	0.94	1.09	1.35	1.44	1.15	0.41	0.89	0.82	1.54	1.68	1.87
1.68	1.96	0.96	0.94	1.41	0.89	2.24	4.88	2.36	1.03	2.69	2.83	1.55	6.14
1.86	1.08	1.45	1.54	0.93	2.03	1.53	0.63	1.65	0.93	2	1.89	1.23	2.54
1.17	0.96	0.82	1.1	0.67	0.29	0.93	0.46	0.53	0.92	2.18	0.95	2.68	0.51
2.98	2.97	1.28	1.72	2.27	2.69	1.66	3.08	1.34	1.95	3.07	4.48	1.72	7.74
0.99	0.82	0.59	0.51	1.62	0.83	1.09	1.06	0.87	0.84	0.98	1.79	0.81	2.8
3.43	12.1	5.44	0.61	2.05	0.56	0.78	0.48	3.32	2.41	2.5	0.79	1.35	1.33
1.96	0.98	0.98	1.25	1.43	0.87	0.95	0.97	0.79	1.04	1.56	1.45	2.08	0.91
1.42	1.74	0.68	1	0.86	0.97	1.28	1.04	1.89	0.75	2.62	1.81	1.33	3.61
1.44	1.4	1.76	0.76	1.92	0.27	1.05	0.32	1.5	0.91	0.83	0.36	1.21	0.3
1.97	14.68	3.68	1.35	5.69	2.09	1.74	3.61	3.5	3.3	3.58	2.96	1.97	3.74
1.34	2.32	1.14	0.87	1.24	1.69	5.53	6.15	1.45	1.04	1.62	1.37	1.41	4.73
1.43	1.98	1.19	1.05	1.53	1.31	2.98	3.39	1.67	1.07	1.58	2.08	1.82	2.87
1.53	3.13	0.65	1.25	1.51	1.06	3.3	4.12	2.4	2.23	6.08	3.1	1.92	3.33
1.42	1.28	0.81	0.74	1.24	0.7	0.71	0.92	1.08	1.24	1.22	1.11	1.06	0.84
0.69	3.02	1.66	1.19	2.25	6.47	3.12	4.24	3.39	1.49	4.23	1.43	3	11.76
0.96	2.02	1.31	1.24	1.55	0.23	2.1	0.68	1.31	0.55	5.26	1.5	2.25	0.36
1.78	3.55	0.71	1.32	0.47	1.24	1.48	6.49	1.52	1.32	3.13	4.4	1	6.76
1.41	1.02	1.06	0.74	0.53	0.99	0.51	1.6	1.55	0.9	2.24	1.4	1.54	0.75
1.79	1.8	1.23	1.22	2.17	1.84	0.88	1.6	1.13	0.97	1.8	2.09	0.73	3.26
1.42	1.4	0.59	0.54	1.18	0.82	2.33	1.8	1.25	0.99	2.05	1.63	1.5	3.31
0.67	3.07	3.26	1.16	5.07	3.67	1.28	1.7	1.97	1.66	4.38	0.89	2.69	3.76
1.36	2.26	1.04	1.3	1.41	1.7	2.75	5.65	1.26	1.51	3.31	2.29	2.12	6.05
1.81	2.16	1.6	0.88	1.27	3.57	3.38	3.51	1.61	1.55	2.82	3.22	2.2	2.08
1.72	1.81	0.98	0.75	1.16	2.01	2.45	2.75	1.42	1.01	1.26	1.52	1.34	2.03
0.21	0.23	0.21	0.38	0.12	0.24	5.15	1.69	0.15	0.27	9.04	1.02	4.03	0.23
1.72	2.61	1.51	1.18	1.65	1.07	1.83	3.7	2.25	1.89	2.52	2.55	1.54	4.34
1.16	1.24	1.2	1.41	1.95	2.38	1.06	1.43	0.98	1.97	2.5	3.66	2.41	6.14
1.03	2.05	1.14	1.34	2	2.55	1.99	2.26	2.8	1.19	2.26	1.16	2.18	1.33
1.21	0.67	0.71	1.03	1.96	0.26	0.26	0.09	0.37	0.3	0.66	0.22	0.6	0.17
1.45	1.65	3.25	1.59	2.77	3.92	2.89	1.79	1.29	2.72	4.85	2	4.04	2.5
1.06	1.36	1.31	1.19	1.48	1.96	1.73	3.91	0.87	1.72	1.64	3.68	2.06	4.77
2.52	2.33	1.09	0.98	1.46	3.34	2.96	12.46	2.44	1.35	2.01	1.72	2.19	4.08
1.49	1.77	0.36	1.01	1.13	0.67	3.37	3.03	1.2	3.99	1.63	8.62	1.19	2.42
2.51	4.64	0.46	0.65	0.91	0.85	1.83	0.95	1.49	1.33	2	4.82	3.1	2.15
0.91	0.95	1.02	1.16	1.95	1.04	0.54	1	0.57	1.06	2.21	1.12	1.61	1.28
2.38	2.15	0.75	0.79	3.85	1.37	0.91	1.07	1.42	1.11	1.87	5.16	1.07	1.59
1.64	1.41	0.78	0.88	1.5	0.98	0.87	2.17	1.27	0.85	1.84	2.02	1.14	1.72
1.21	0.79	0.63	0.75	0.95	0.85	1.03	0.34	0.86	0.82	3.65	0.57	0.99	1.45
2.09	4.49	1.14	1.36	1.11	1.5	1.08	1.42	1.63	1.81	3.24	2.37	1.02	3.97
2.48	5.75	2.35	1.21	0.69	1.4	1.35	1.36	0.66	3.07	5.88	3.53	3.77	3.53
0.75	2.01	1.68	1.7	1.15	1.8	1.73	1.37	1.24	1.22	1.93	1.8	3.3	1.62
1.56	2.15	0.81	1.28	1.25	1.34	1.68	1.42	1.55	0.78	2.14	3.79	1.97	2.28
1.19	2.19	0.89	1.37	1.65	1.45	1.54	2.2	1.31	1.34	2.29	1.59	1.4	3.01
1.26	1.9	0.69	1.03	1.24	2.13	1.14	3.61	1.4	0.83	1.4	2.42	1.17	3.58
1.43	1.06	1.24	0.73	1.94	1.44	0.83	0.69	1.12	1.05	1.17	1.25	1.13	1.63
1.51	2.16	0.9	0.81	1.62	2.66	1.56	2.18	1.15	1.09	2.4	2.24	1.74	1.82
1.44	1.73	1.17	1.66	2.17	1.17	1.53	2	1.32	1.43	9.83	1.39	1.65	7.01
1.08	1.96	0.9	1.01	1.13	2.29	3.05	5.54	2.13	1.59	2.68	5.09	3.93	6.77
2.69	8.73	3.08	0.7	4.84	3.15	2.2	4.73	3.81	1.91	1.33	1.52	1.33	3.3
1.22	2.16	1.75	1.72	2.02	2.7	1.43	2.68	2.29	1.17	5.51	2.72	2.6	3.63
3.37	4.44	2.67	1.31	2.47	3.35	1.12	1.64	2.61	1.56	2.17	2.39	1.9	1.7
1.5	1.66	1.18	0.95	0.73	1.09	3.37	5.03	1.92	1.43	1.27	1.44	1.88	2.79
1.89	2	1.17	1.4	2.12	0.81	0.88	1.54	1.63	1.2	2.49	1.24	1.59	3.53
1.45	2.1	0.92	0.8	1.94	0.86	2.12	1.19	1.86	0.91	2.95	1.24	0.42	1.46
0.58	0.74	0.61	0.94	0.5	0.25	1.09	1.53	0.6	1.16	1.07	1.68	2	1.46
0.13	1.1	0.38	0.58	0.62	5.03	1	0.57	0.26	0.27	9.39	0.26	0.75	5.08
1.27	7.49	3.01	0.86	2.11	1.58	2.07	7.05	2.98	1.84	1.12	1.67	1.43	5.74
2.3	2.37	1.25	1.29	1.1	2.11	1.12	2.12	0.87	1.36	1.92	2.29	2.12	2.2
0.58	2.75	0.14	1.33	0.66	0.32	0.86	1.18	1.64	0.97	1.93	2.15	0.8	3.86
1.46	1.68	0.88	0.95	1.02	2.1	1.85	4.44	1.9	0.81	1	1.8	1.13	1.64
1.35	1.08	0.92	1.01	0.83	2.03	1.41	1.09	1.09	1.2	1.18	1.18	2.06	1.09
2.77	12.7	3.37	0.78	1.7	1.51	3.27	5.24	4.56	2.95	2.46	1.42	1.33	6.08
1.46	1.93	0.87	1.03	0.97	1.17	2.35	1.87	1.72	1.15	1.3	1.91	1.06	2.56
1.62	3.47	1.45	0.93	3.73	1.94	2.37	5.07	4.29	1.4	2.42	1.41	1.07	2.83
2.27	8.08	2.28	1.2	1.73	0.76	1.73	1.55	4.71	2.81	2.54	1.29	1.25	2.89
1.43	0.99	0.4	2.02	1.33	1.5	1.28	0.62	2	1.39	2.05	1.95	0.82	2.57
2.4	3.12	1.87	1.14	3.77	1.6	2.69	3.23	2.75	2.14	5.04	1.43	4.27	3.58
1.29	0.86	0.76	0.65	1.43	3.58	0.87	0.91	0.47	0.79	0.98	0.68	0.88	1.35
1.7	2.3	1.5	1.6	1.48	1.43	2.7	2.79	0.91	2.02	1.9	2.58	3.63	1.85
1.32	1.33	0.92	0.9	0.83	0.84	2.97	1.73	1.75	1.64	1.57	2.22	2.88	2.95
0.84	1	0.45	1.9	0.73	0.75	0.92	1.57	0.95	0.87	0.95	1.15	1.17	6.24
1.45	1.55	0.82	0.85	1.74	1.1	1.72	2.2	1.23	1.22	2.39	1.65	1.98	2.46
2.47	3.43	0.54	0.63	0.86	0.79	1.92	0.84	1.29	1.57	2.37	3.4	3.19	1.47
1.14	2.12	1.25	1.01	1.48	2.02	2.86	3.63	2.26	1.18	3.86	2.8	1.82	5.97
2.05	2.34	1.24	1.05	1.37	3.9	1.63	4.55	1.98	1.21	3.43	3.11	2.06	4.1
2.04	2.61	0.98	0.59	0.97	1.7	1.79	2.41	1.67	1.15	1.37	1.66	2.1	2.51
1.9	3.3	1.28	1.66	1.62	3.28	2.25	7.02	2.2	1.81	3.79	2.13	0.93	3.04
1.21	1.52	1.15	0.67	1.72	3.68	1.88	1.89	1.7	1.45	1.97	2.01	1.66	1.52
1.38	2.1	1.42	0.98	1.58	2.63	2.95	3.12	1.56	1.06	1.76	2.35	1.7	2.53
1.25	2.71	0.79	1.57	1.04	1.36	0.88	1.84	1.37	1.6	2.08	2.39	2.06	2.23
1.57	2.2	1.07	0.99	1.77	2.89	1.27	2.14	1.69	2.06	1.75	2.08	1.11	4.3
2.45	2.48	0.84	1.32	1.5	1.93	1.54	2.97	2.63	1.2	2.78	2.88	3.52	1.62
1.42	1.79	0.79	0.62	1.12	2.21	2.95	5.7	2.23	0.84	2.11	1.47	1.3	2.3
2.02	3.3	1.19	0.86	1.68	1.9	3.25	5.31	1.88	1.19	1.54	1.27	1.61	5.06
0.98	1.77	0.74	0.77	0.7	2.18	2.59	7.19	2.61	1.34	2.99	5.49	3.3	5.94
1.73	5.44	1.2	0.67	1.29	4.15	2.5	6.14	2.89	0.87	1.22	1.27	2.64	7.45
1.45	1.5	1.27	1.21	1.94	1.67	1.1	1.13	0.66	1.17	2.76	2.16	2.59	2.02
0.58	2.15	0.5	1.31	1.18	0.47	3.68	2.56	1.48	1.36	3.93	2.22	1.51	3.82
1.38	2.37	1.28	1.29	1.61	2.92	1.13	2.02	1.53	1.18	6.02	1.29	2.08	10.25
2.27	1.79	1.81	0.76	2.07	0.43	1.03	1.16	0.87	0.89	0.9	1.67	0.83	1.38
2.38	2.98	2.21	0.84	2.68	1.4	2.04	3.37	1.4	1.45	2.99	1.39	1.1	2.04
1.43	2.17	0.75	1.43	1.92	1.93	2.7	2.53	1.28	1.2	2.94	4.15	2.07	4.74
1.15	1.32	1.77	1.44	1.72	1.82	0.85	0.87	0.66	1.31	1.66	1.59	1.57	3.24
1.65	1.78	0.87	0.98	1.38	1.48	2.17	4.55	0.98	1.48	2.14	4.01	2.53	1.76
1.79	2.56	0.89	1.2	1.55	1.37	1.76	1.63	1.27	1.44	2.29	1.86	1.85	2.39
1.33	1.36	0.9	1.06	0.85	2.95	1.84	4.59	1.66	0.89	1.12	1.66	1.07	2.38
1.26	2.22	1.42	1.56	1.12	0.95	1.81	2.4	4.39	1.7	3.01	1.49	1.57	2.1
0.67	0.94	1.49	0.96	0.64	1.37	0.86	1.63	0.85	0.94	1.02	1.53	3.38	0.92
2.14	3.27	1.33	0.93	1.71	3.51	3.28	5.3	2.31	1.71	2.45	2.46	2.45	4.65
1.82	1.52	1.08	1.53	1.68	1.18	1.62	1.74	1.46	1.03	2.78	2.3	1.71	3.28
1.63	1.88	0.59	0.72	0.87	0.81	2.07	2.02	1.86	2.2	2.13	1.95	2.08	2.13
6.71	4.06	3.91	1.38	4.62	3.63	8.68	6.44	2.13	2.72	3.39	5.31	2.21	4.14
1.8	1.39	0.91	2.11	0.77	0.36	1.1	3.33	2.11	0.95	1.13	1.56	0.99	2.26
1.16	5.69	1.08	1.34	2.43	5.17	2.14	3.26	3.8	4.18	7.16	2.52	1.41	3.1
1.38	2.14	0.92	0.67	0.97	1.6	2.73	4.88	1.23	1.14	1.9	1.89	1.59	3.3
2	1.18	1.05	1.53	1.32	3	1.34	1.36	1.19	1.88	4.71	1.72	1.66	2.14
1.8	4.97	1.68	2.6	2.78	1.56	1.76	2.16	2.64	2.42	1.75	1	1.39	0.76
1.66	1.98	0.82	1.35	1.38	1.37	1.71	2.51	1.03	1.19	2.87	3.17	2.62	2.8
1.68	4.27	1.18	1.33	1.4	3.25	3.06	6.19	2.66	1.15	1.61	2.37	1.67	4
0.12	0.08	0.17	0.96	0.09	0.05	0.31	0.02	0.04	0.17	0.17	0.69	0.12	0.31
1.25	1.17	0.99	1.12	2.33	0.55	1.09	2.23	0.74	1.2	1.57	2.37	3.62	1.2
0.97	1.66	1.03	1	1.3	2.11	0.42	0.48	1.26	0.79	0.75	0.64	1.28	0.68
1.03	1.75	0.77	1.61	1.88	0.33	1.53	1.9	0.89	1.63	2.66	1.32	3	1.55
1.31	1.48	0.85	0.8	0.92	1.99	1.86	4.1	1.77	0.84	1.11	1.63	1.1	1.77
1.22	1.87	1.52	0.83	0.61	3.51	1.01	0.92	1.12	1.02	4.05	2.6	1.3	3.88
1.33	1.04	1.04	0.45	1.05	0.43	0.71	0.96	1.04	0.59	0.7	1.27	0.8	0.72
1.31	2.83	1.42	1.17	2.01	2.2	2.82	2.7	2.23	1.27	1.58	2.14	1.59	4.15
0.47	1	1.14	1.37	0.9	0.83	0.8	0.31	0.73	0.68	1.01	0.87	0.9	1
2.11	3.91	1.96	1.2	1.83	2.39	2.15	3.45	2.52	1.83	3.55	3.57	1.91	4.47
0.62	2.07	1.68	2.02	1.73	1.75	1.87	2.15	1.83	2.1	2.86	1.79	2.35	4.14
2.06	2.93	1.59	0.76	0.94	0.64	1.77	1.89	1.22	0.81	0.43	1.32	0.61	1.15
1.33	1.45	0.74	2.28	1.25	4.48	1.72	1.74	2.07	1.9	3.15	2.76	1.65	2.15
1.96	2.16	1.23	1.14	1.6	1.18	3.44	4.78	2.18	1.79	2.28	2.4	2.76	3.2
1.72	2.37	1.12	0.85	0.93	1.41	1.61	1.85	1.77	0.91	1.71	1.35	1	2.47
1.71	2.74	1.27	1.69	1.89	1.43	2.13	2.04	1.88	1.26	2.31	0.94	1.74	2.46
1.48	1.74	1.54	1.29	2.23	3.4	1.33	1.57	1.45	1.51	2.67	3.4	1.5	4.45
2.09	3.8	0.67	0.46	1.36	1.06	2.02	0.76	1.45	1.46	1.92	4.08	3.21	0.89
1.18	2.91	1	1.07	0.83	0.61	0.92	1.22	1.03	1.26	2.04	5.86	1.22	4.59
1.76	6.98	3.41	1.03	2.84	1.84	1.47	4.21	3.67	2.52	2.34	1.31	1.5	1.44
0.86	1.2	0.67	0.6	1.26	0.84	0.94	0.86	0.69	0.72	0.93	0.91	1.11	1.32
1.65	1.9	1.03	1.22	2.08	1.21	1.36	1.06	0.83	1.31	1.73	1.26	2	3.15
2.25	2.96	0.48	0.52	0.79	0.87	1.89	0.69	1.22	1.31	1.99	3.16	2.64	1.38
3.09	2.77	2.58	0.26	1.05	1.61	1.06	1.45	1.07	0.63	2.07	0.8	2.43	0.55
0.51	1.13	2.29	0.31	0.99	0.45	1.77	0.35	0.98	0.41	1.18	1.12	0.72	1.17
1.54	2.44	1.02	1.44	2.8	1.15	2.62	5.46	1.09	2.03	1.74	6.23	2.23	5.6
0.97	0.38	0.84	1.09	0.95	0.79	0.97	0.74	0.96	0.93	1.61	1.89	1	1.92
1.58	2.39	1.91	1.2	1.41	1.36	2.6	1.17	1.86	0.95	1.68	2.07	3.33	2.36
1.41	1.61	0.48	0.92	1.68	0.79	1.41	6.2	2.21	0.71	1.51	1.7	0.82	4.17
1.5	1.43	1.33	1.2	1.46	0.78	0.45	1.17	1.07	0.73	1.41	1.42	1.58	1.08
1.63	1.86	1.79	1.68	2.94	5.79	1.63	2.62	0.91	1.67	2.27	2.53	1.86	3.38
3.04	3.3	3.06	0.8	3.21	2.23	4.19	1.03	1.58	1.18	1.24	5.15	1.77	1.71
1.82	2.31	1.07	1.04	0.79	1.9	2.38	3.55	1.57	1.35	1.88	3.13	1.96	4.03
1.45	1.36	1.57	1.48	1.79	1.21	0.96	1.06	0.89	1.05	1.69	0.72	2.46	1.39
1.24	2.23	0.94	1.05	1.12	1.75	2.11	5.08	1.44	1.35	0.93	1.45	1.64	3.41
1.67	1.68	0.88	1.06	0.9	1.29	1.23	0.78	0.74	1	2.08	2.4	1.16	1.92
4.11	2.2	3.66	1.2	4.04	5.56	6.58	1.67	1.26	1.89	4.06	2.65	1.7	1.76
1.39	1.58	0.63	0.77	0.9	0.94	1.26	1.03	1.15	1.16	2.55	2.43	1.07	1.21
0.96	1.62	0.82	0.52	0.91	0.74	1.1	0.72	0.95	0.64	1.74	1.97	1.39	1.32
1.69	1.73	0.74	0.65	2.08	1.35	2.41	1.75	1.19	1.7	2.1	3.18	1	2.18
0.98	1.61	1.12	1.55	1.65	1.01	0.71	0.64	0.77	0.88	1.56	1.84	1.59	1.16
1.63	2.6	1.3	0.89	1.42	2.79	2.89	4.31	1.41	1.38	1.51	1.39	1.69	5.92
0.31	0.52	0.28	3.17	0.47	1.04	0.11	0.27	0.21	0.22	0.53	0.27	0.67	0.47
1.88	1.21	0.98	1.26	1.6	0.86	1.35	0.65	0.64	1.17	1.13	0.99	1.97	0.66
0.88	1.15	0.53	0.69	0.51	0.35	1.08	0.76	1.11	1.14	1.8	1	0.9	2.05
2.35	2.6	1	1.17	1.3	0.89	1.7	1.75	1.47	1.76	3.09	2.87	1.68	4.34
0.84	2.28	1.72	1.27	1.63	2.75	2.55	3.53	1.93	1.45	4.07	2.09	2.36	1.2
1.89	1.95	1.31	0.96	2.01	1.97	2.57	1.94	1.07	1.69	2.82	3.16	1.13	3.32
0.82	1.25	0.91	0.85	0.99	2.24	1.02	3.04	0.8	0.73	1.13	1.93	2.28	1.62
1.2	2.95	0.69	1.26	2.13	2.13	1.75	0.62	0.87	1.3	1.25	1.18	1.25	2.29
0.95	3.78	2.78	1.04	2.55	1.72	1.29	0.68	1.35	0.65	1.49	0.35	0.24	2.1
1.44	1.88	0.85	0.66	1.22	5.64	2.63	5.43	1.83	1.2	2.77	3.58	1.13	5.26
0.54	0.59	0.48	0.93	1.34	0.66	0.61	0.37	0.58	0.51	2.3	0.52	0.58	1.01
1.31	1.65	1.36	0.85	0.8	1.2	4.2	5.23	2.12	1.54	1.14	1.84	2.08	3.1
1.18	2.07	0.38	0.92	1.44	1.36	1.39	2.03	1.04	1.17	2.04	2.04	1.53	2.26
0.9	0.54	0.27	0.2	0.37	0.1	0.4	2.03	0.91	0.51	0.98	1.3	0.4	1.6
0.96	1.49	0.77	0.37	0.33	1.71	1.24	1.04	0.85	0.69	1.06	0.43	1.88	2.08
1.88	2.11	1.96	0.63	2.42	3.49	0.84	0.78	0.98	0.58	2.61	0.55	1.21	0.72
2.59	2.4	1.36	1.37	1.78	1.78	3.17	1.51	2	2.19	3.28	4.28	1.41	3.31
1.14	3.33	1.35	1.17	1.88	2.26	1.21	2.22	3.22	0.93	3.76	1.76	1.91	6.59
0.66	0.8	0.51	1.13	0.42	0.8	0.8	0.81	0.61	0.9	1.5	1.46	0.68	0.82
1.61	1.97	1.04	1.25	2.65	1.54	1.3	1.55	1.83	1.32	1.65	2.83	1.62	3.84
1.11	1.9	0.72	0.93	1.15	1.3	1.86	4.22	1.02	1.06	3.72	2.22	1.48	6.11
1.46	1.66	1.49	1.41	1.9	1.39	1.53	0.64	0.84	1.28	2.93	1.43	2.49	1.36
0.95	1.45	1.11	0.97	2.46	2.36	1.7	2.22	1.11	1.43	4.3	1.93	1.76	3.19
1.29	2.19	0.75	0.9	1.63	0.54	2.46	3.26	1.54	1.43	1.92	2.33	1.4	4.08
1.3	1.46	0.6	0.36	0.67	0.94	1.28	1.95	1.07	1.02	1.55	1.7	1.25	1.72
1.41	1.99	0.88	0.83	1.29	1.44	3.29	3.81	1.28	1.28	1.24	1.45	1.59	3.51
0.06	0.03	0.1	0.46	0.05	0.04	0.12	0.01	0.01	0.1	0.18	0.31	0.06	0.26
0.55	1.95	1.58	1.49	2.03	5.05	1.19	2.02	1.6	1.02	2.3	2.05	2.14	1.82
2.03	1.1	0.72	0.5	0.79	0.64	0.55	0.78	0.8	1.17	3.25	0.78	0.96	1.46
1.01	0.76	0.67	0.81	0.87	1.76	1.37	1.43	0.84	0.81	2.6	2.12	0.97	4.54
0.77	1.15	0.99	1.39	0.82	1.21	0.67	1.21	0.67	0.87	2.15	2.4	0.97	2.29
1.41	1.98	1.14	1.24	1.77	1.5	1.38	1.64	1.82	1.14	3.65	2.96	1.74	2.35
1.66	1.15	1.41	1.24	1.11	1.17	2.63	2.76	1.07	1.82	1.8	2.23	1.16	2.83
1.09	2.99	0.97	0.83	1.46	1.37	2.78	6.78	1.73	1.74	4.61	6.58	1.21	4.67
1.7	1.19	1.09	1.4	0.94	1.39	1.45	1.62	0.54	1.16	0.73	2.71	0.71	1.64
1.72	1.93	1.88	1.37	1.98	3.34	1.33	1.28	1.23	1.28	1.45	1.43	2.24	1.78
2.1	3.54	1.36	1.19	1.2	1.44	3.98	2.09	2.48	2.78	3.53	2.35	1.97	2.83
1.89	1.38	0.71	0.91	1.76	0.96	0.65	0.79	1.63	1.09	1.8	0.83	1.03	0.48
1.91	2.98	1	0.71	1.56	2.82	4.23	7.66	2.73	1.58	2.67	2.67	1.86	8.33
1.59	2.01	0.99	0.93	1.32	1.52	1.62	1.71	1.72	1.05	2.41	1.86	1.39	2.89
1.46	1.36	1.2	1.84	1.69	2.44	0.94	1.44	0.86	1.15	1.66	1.4	1.16	2.12
1.54	2.99	1.49	1.14	2.3	4.23	3.56	6.8	1.63	2.09	0.99	1.96	2.13	3.52
1.71	0.98	1.01	0.8	1.71	1.29	2.32	1.22	0.87	0.84	1.81	1.05	0.52	1.31
1.57	3.3	1.02	0.75	1.67	1.63	4.32	5.38	2.06	1.82	3.9	5.29	1.66	3.6
1.73	1.88	0.84	1.34	1.51	1.91	2.82	7.5	1.15	1.68	1.98	4.64	3.44	4.18
1.68	1.59	1.42	0.94	2.09	1.68	1.83	1.6	1.19	1.1	2.55	1.55	1.75	1.87
0.83	1.57	0.56	1.44	0.73	0.6	1.24	0.59	0.58	0.9	0.81	1.15	2.76	0.71
1.34	2.34	0.93	0.99	1.16	2.64	3.52	4.95	2.12	1.99	2.92	4.24	4.29	4.02
1.33	1.73	1.17	1.9	2.21	2.71	1.53	3.3	0.63	1.39	1.97	2.76	1.93	8.4
2.12	3.66	1.13	1.33	2.34	3.74	2.21	3.08	2.23	2.2	3.17	5.09	1.45	6.77
1.13	2.43	0.83	0.99	1.21	0.51	2.31	1.11	0.64	1.28	2.56	1.24	1.63	1.45
2.36	3.15	0.86	1.25	1.72	2.93	2.29	3.53	5.15	0.96	3.76	1.06	0.96	6.28
1.41	2	0.8	0.9	2.34	1.28	1.76	5.94	1.99	0.85	1.4	1.69	1.26	5
0.77	2.08	0.65	1.89	0.51	1.42	2.63	2.85	1.66	1.48	2.79	2.5	1.06	2.62
1.41	2.67	1.35	1.15	1.04	1.36	1.68	3.38	2.08	1.67	3.51	3.17	1.91	5.89
0.94	1.15	0.31	0.58	0.46	0.61	0.31	0.55	1.06	0.39	0.58	1.24	0.97	0.12
0.97	1.36	0.87	0.99	1.29	1.36	1.86	2.37	1.31	0.94	1.35	1.73	1.05	2.31
1.53	1.77	1.61	0.9	2.22	1	1.13	0.98	0.52	1.03	3.19	2.78	1.6	4.06
1.64	1.36	0.55	0.6	1.04	0.91	1.58	0.62	1.2	1.22	1.75	2.47	1.95	1.09
1.72	3.31	0.92	1.34	1.17	0.89	2.01	3.11	1.76	1.32	2.38	2.64	1.69	2.06
1.99	3.42	1.18	1.33	1.32	1.7	3.26	3.82	1.25	2.38	3.68	3.43	3.36	5.63
0.89	1.44	0.74	0.77	1.61	1.32	1.15	2.27	1.01	0.9	1.36	1.52	0.84	2.03
