Type a HCC  normalized	Type b NNL  normalized	Type c Cirr  normalized
1.58	1.09	1.73
1.77	0.99	1.03
2.55	0.89	2.07
1.81	0.88	1.91
1.21	0.92	1.31
1.73	1.11	2.01
1.93	1.06	2.68
1.93	0.93	1.84
0.97	1.08	1.2
2.09	1.02	1.55
0.89	0.87	0.56
1.3	0.87	1.17
1.82	1.06	1.2
1.98	1	2.06
2.36	0.97	1.74
0.76	1	0.94
1.87	0.95	1.21
0.72	0.93	1.02
1.77	0.99	1.06
2.28	1.01	2.69
1.91	0.94	1.25
2.06	1.11	1.53
1.4	1	1.77
1.77	1.04	1.52
1.72	0.98	1.04
2.28	1.06	2.51
1.9	1.01	1.65
2.66	1.1	2.78
1.6	1.02	1.62
1.18	0.96	0.79
1.37	0.93	1.4
1.46	1.02	1.3
1.7	1.02	1.34
0.65	0.82	0.66
1.32	1.03	1.43
2.21	1.06	2.19
1.3	0.97	1.56
1.13	0.95	1.18
3.54	1.1	2.91
1.24	0.97	0.81
1.49	0.89	1.23
2.07	1.03	2.1
2.42	1.07	1.29
0.56	1.26	1.7
1.49	1.01	1.17
1.09	0.9	1.15
0.94	0.83	1
1.09	1.07	1.7
1.38	0.99	1.3
1.54	1.1	1.49
1.92	1.17	1.48
0.44	0.98	0.62
1.71	0.94	0.99
1.17	1.01	1.14
2.06	1.03	1.53
1.07	0.92	1.66
2.12	1.05	2.06
1.64	0.78	1.58
2.29	1.04	1.34
1.34	1.03	1.21
2.56	1.09	1.36
1.47	1.03	1.03
1.4	0.99	1.38
1.79	0.99	1.04
1.23	1.34	1.09
1.58	0.96	1.84
1.68	1.08	3.11
2.1	0.93	2.02
1.32	0.94	1.34
1.99	1.04	1.35
1.7	0.97	1.22
2.3	0.99	1.62
1.8	1	2.49
0.84	0.82	1.1
1.48	0.98	1.38
0.96	1.12	1.27
1.63	1.06	1.5
1.13	1.05	1.24
0.97	0.87	1.21
1.1	0.98	1.66
1.42	1.11	1.72
1.61	1.06	1.66
2.18	1.01	1.68
1.78	0.98	1.35
1.44	1	1.22
1.84	0.99	1.57
1.62	0.93	1.25
1.16	0.93	0.93
1.1	0.83	0.88
1.93	1.08	1.73
1.74	1.02	1.64
1.61	0.97	1.15
2.19	1	3.06
1.43	1	1.68
0.86	1.1	1.08
1.92	1.03	1.7
1.2	0.99	1.34
1.25	0.98	1.15
2.8	1.04	1.46
1.88	1.05	1.49
2.14	0.96	1.49
1.61	0.93	2.55
1.37	0.91	1.19
2.09	1.1	1.82
1.7	1.05	1.56
1.77	0.98	1.16
1.36	0.96	1.11
1.97	0.87	1.37
2.33	1.02	2.38
1.81	1.05	2.91
1.48	0.99	1.88
1.72	0.85	23.81
1.12	0.89	1.07
1.9	1.02	1.93
1.33	1.01	1.12
0.38	0.98	0.83
1.35	1.07	1.14
1.36	0.97	1.64
1.58	1.1	2.49
2.6	0.99	2.33
1.78	0.98	2.01
1.89	1.03	1.54
2.17	1.1	1.88
1.74	1.04	1.75
1.52	1.09	1.62
1.17	1.03	1.03
0.94	0.83	0.96
0.91	1.06	0.71
2.46	1.1	2.71
1.25	1.18	1.31
1.02	0.97	1.25
1.85	0.97	1.36
2.76	1.14	2.32
1.56	0.98	1.27
1.95	0.94	0.97
1.18	0.97	1.13
2.18	0.99	1.27
1.82	1.01	1.32
3.09	1.04	3.29
1.81	1.01	1.88
3.17	1.06	2.4
1.24	1	1.23
1.69	1.11	1.1
2.08	1.01	1.35
1.14	0.67	1.19
1.58	0.98	1
1.46	1.04	1.72
1.66	0.99	1.2
1.45	1.05	1.39
0.92	0.93	0.85
1.05	0.96	0.97
0.9	0.96	1.19
1.42	1.14	1.95
1.75	0.96	1.19
1.67	0.98	1.44
1.1	0.93	1.25
1.94	1.09	1.53
1.12	0.95	0.88
1.79	1.07	1.53
2.64	1.26	2.43
1.07	0.98	1.41
1.74	0.95	2.15
1.36	0.87	1.91
1.82	1.03	1.66
1.74	0.95	1.22
2.55	1.06	1.87
3.32	1.18	3.77
1.16	1	1.15
1.37	0.98	1.32
1.8	1.06	1.19
0.41	1.02	1.17
1.57	0.97	1.33
1.4	1.05	1.36
2.4	1.03	1.38
1.08	0.97	1.27
1.6	0.96	1.63
1.93	1	1.41
1.49	0.99	1.24
1.93	0.88	4.31
1.89	1.09	1.93
1.97	0.96	1.66
2.4	1.01	1.57
1.85	0.79	2.78
1.33	1.04	2.14
1.55	0.97	1.6
0.74	0.51	0.98
1.99	1.02	2.31
1.02	0.85	1.14
1.71	1.02	1.1
2.22	1.12	1.46
1.57	1.04	1.72
0.99	0.93	1.33
0.96	0.99	0.94
0.99	0.95	1.01
1.69	0.97	1.11
0.75	0.79	0.55
1.21	0.94	0.7
2.12	1.03	1.09
1.08	1.07	1.17
1.3	0.96	1.57
1.03	1.06	0.97
2.19	1.09	2.09
1.34	0.99	1.34
1.68	1.07	1.34
0.87	1.09	1.5
1.52	0.96	1.43
2.5	0.96	1.67
1.42	0.98	1.98
1.56	0.82	1.41
1.32	0.84	1.33
1.55	1	1.52
1.42	0.98	1.3
1.84	1	1.47
2.31	1.15	3.11
1.72	1.06	1.22
2.56	1.12	1.64
2.41	1.03	2.58
1.1	0.9	1.35
1.4	1.07	1.31
1.12	0.85	1.28
1.5	0.96	1.48
0.83	0.94	0.7
1.86	0.95	1.67
0.98	1.02	0.96
1.62	0.98	1.5
1.23	0.95	0.98
2.65	1.1	1.8
1.2	0.92	1.04
1.1	1.12	0.97
1.33	1.15	1.42
1.36	0.98	1.2
1.3	1.04	1.23
2.23	1.03	1.28
1.47	0.94	1.64
2.84	1.01	1.02
1.81	1.03	1.49
1.73	1.06	1.41
1.7	1.07	1.26
1.3	0.97	1.13
1.51	0.93	1.22
1.54	0.93	1.43
2.15	1.08	1.54
2.1	1.04	1.75
1.02	0.97	2.15
1.35	1	1.12
0.8	0.98	1.14
1.19	0.96	1.76
1.2	0.99	1.34
1.61	0.98	1.17
2	1.03	1.91
2.45	1.05	1.82
1.45	0.95	1.05
1.25	0.97	0.95
1.38	0.89	1.2
1.68	0.97	1.49
1.79	0.96	1.28
1.48	1	1.66
2.65	0.99	1.52
2.31	1.01	3.38
1.26	0.86	1.24
1.4	0.98	1.32
1.58	1.29	1.48
1.59	0.98	1.56
1.56	0.99	1.48
1.54	0.88	1.36
2.46	1.07	1.47
0.56	0.73	0.71
1.37	0.9	1.29
2.33	1.06	2.78
1.77	1.15	1.94
0.98	0.94	0.91
1.44	1.14	1.62
1.62	0.96	1.63
2.13	0.85	1.95
1.52	0.99	1.41
1.43	0.97	1.48
1.32	0.92	0.58
1.43	1.05	1.08
1.66	1.05	1.77
1.55	1.31	1.68
1.66	0.96	1.3
0.95	0.79	0.99
0.96	1.07	1.42
1.09	1.01	1.52
1.9	1.06	1.27
1.48	1.05	1.22
1.48	0.95	1.38
2.01	1.03	2.18
1.19	1	1.16
1.9	0.98	1.31
1.57	1.05	2.41
1.14	1	1.24
1.65	0.88	1.53
2.45	0.93	1.92
1.39	0.92	1.49
1.74	0.97	1.31
1.79	0.98	1.64
1.57	0.94	1.3
1.51	1.04	1.23
1.55	1	2.41
1.61	1.04	1.72
0.73	1.02	1.23
0.67	0.78	0.64
1.65	1.1	2.12
0.75	0.95	1.18
1.12	1.01	1.41
1.02	0.84	1.75
1.49	0.98	1.55
1.97	0.89	1.25
1.37	1.04	1.25
4.26	1.5	2.6
1.34	0.97	1.62
1.43	0.96	1.33
0.98	0.87	0.81
0.93	0.87	1.34
2.57	1.17	5.83
1.19	1.08	1.3
1.13	1.08	2.82
1.92	1.1	2.01
1.77	0.95	1.25
0.96	0.87	0.87
1.48	0.95	2.16
1.69	0.99	1.18
1.38	1.09	0.83
0.84	0.98	0.99
1.84	0.97	1.54
1.87	0.92	1.42
1.19	0.93	2.5
1.36	1	1.13
0.32	0.91	0.53
1	1.11	1.42
1.24	0.97	0.92
1.44	0.98	1.44
1.37	0.86	1.76
2.12	0.95	1.81
1.19	1.02	1.29
1.82	0.93	1.78
1.79	1.06	1.45
1.49	0.97	1.4
0.98	0.83	1.29
1.14	1.03	1.22
2.73	1	1.64
1.57	1.03	1.85
1.57	0.97	1.18
2.6	1.11	2.58
1.19	0.94	0.95
1.5	0.93	1.28
2.18	1.08	1.7
2.23	0.99	1.65
1.25	1.27	1.94
1.69	1.02	1.54
1.67	1.02	1.72
1.89	1.08	1.76
1.65	0.99	1.15
1.61	1.08	1.49
1.59	1	1.63
1.63	1.08	1.16
0.58	0.99	1.42
2.25	1.03	1.4
1.21	1.01	0.84
2.12	1.23	2.25
1.8	0.97	1.63
2.64	1.13	2.01
1.79	1.09	1.51
1.82	0.97	1.81
1.41	0.99	1.57
1.58	1.1	1.71
1.14	0.89	0.86
1.82	0.81	2.39
0.94	0.91	0.62
2.31	0.89	1.89
1.37	0.95	2.06
1.12	0.82	1.34
1.19	0.95	0.77
2.87	1.01	2.36
1.69	0.92	1.01
1.73	0.89	1.54
1.59	1.01	1.09
2.07	0.96	0.93
2.09	0.98	2.12
0.99	0.91	1.14
1.59	1.09	1.67
1.21	0.94	1.03
1.03	0.89	1.3
0.98	0.88	0.8
2.51	1.11	1.6
2.31	1.18	2.35
2.41	1.08	1.58
1.34	1	1.3
2.29	1.01	1.32
1.21	0.83	1.04
1.81	0.99	1.66
1.73	0.93	1.3
1.27	0.92	1.09
1.46	1.06	1.06
1.25	0.9	1.18
2.59	1.05	1.54
2.01	1	1.28
2.22	0.99	1.71
1.55	0.95	1.01
2.03	0.95	1.38
2.18	0.92	1.06
1.61	1.05	1.55
1.74	1.1	1.83
2.24	0.94	2.34
2.26	1.06	2.34
1.94	1.09	2.22
1.93	0.88	2.91
1.68	0.99	1.31
0.87	0.99	2.05
0.61	0.83	0.66
1.12	0.96	0.91
1.12	0.9	1.5
1.76	1.03	1.43
1.93	0.92	1.25
1.32	0.88	1.45
2.19	1.03	1.13
1.97	1	1.57
0.92	0.9	0.6
1.48	1.06	1.64
1.12	0.81	1.12
1.49	0.93	1.66
1.1	0.82	1.36
2.59	1.03	1.81
2.79	0.99	2.39
0.96	0.85	0.62
0.52	1.12	0.93
1.33	1.06	1.08
1.72	0.94	1.18
1.92	1.14	1.68
1.7	1.01	1.25
1.25	1.1	1.7
1.42	0.67	1.46
2.67	1.09	2.06
1.22	1.1	1.59
2.22	1.07	1.13
2.64	1.07	2.05
1.04	1.14	0.95
2.17	1.1	3.57
0.18	0.89	0.45
2.53	0.93	1.54
0.87	0.92	0.62
2.1	0.97	1.26
1.18	1.06	1.43
1.54	1.07	1.66
0.96	1	0.79
1.73	0.99	1.33
1.84	0.98	1.27
0.73	1.02	1.78
1.85	0.91	1.24
2.84	0.99	1.17
1.54	0.94	1.28
2.13	0.95	3.71
0.89	0.86	1.33
1.51	1.07	1.36
1.17	1.06	1.39
2.17	0.96	2.78
1	1.01	1.26
1.23	0.99	1.13
1.94	1.21	1.51
1.63	1.22	1.96
1.82	1.1	1.83
1.09	0.98	1.53
0.73	1	0.92
1.42	0.95	1.9
1.34	1.14	1.31
1.71	0.95	3.01
1.01	0.84	1.3
1.46	1.06	1.76
1.28	0.94	1.13
1.51	1.08	1.44
2.77	0.88	3.41
1.76	1	1.68
1.5	0.85	2.21
1.97	1.08	1.64
1.54	0.89	0.86
1.55	1.13	1.61
1.15	1.04	1.16
2.09	0.93	1.29
0.75	1.14	1.54
1.64	1.12	1.55
1.49	1.07	1.65
1.77	1.04	1.48
1.63	0.98	1.67
1.55	1.04	1.36
1.93	1.09	1.53
1.14	0.91	1.12
0.93	0.92	0.59
2.1	1.06	1.23
1.31	0.96	2.09
1.83	0.91	1.36
0.79	0.96	1.48
2.04	0.96	1.16
0.93	0.95	0.73
0.75	1	1.21
1.43	0.9	1.52
1.48	0.94	1.66
1.54	0.92	1.56
1.92	1.14	1.87
1.17	1.01	1.08
0.7	1.07	1.43
1.28	0.85	0.98
1.27	0.9	1.63
1.55	1.1	1.28
1.71	0.91	1.48
2.47	0.94	2.83
1.07	0.98	1.6
2.11	1	1.74
1.54	0.86	1.41
0.91	1.04	1.06
1.34	0.97	1.27
1.42	0.84	1.98
2.23	1.17	2.41
2.69	1.06	1.92
1.57	0.99	1.58
2.28	1.05	1.76
1.09	1.1	1.03
1.1	1.02	0.84
1.17	0.99	1.25
1.71	1.02	1.42
1.4	0.94	0.87
1.85	1.01	1.21
2.4	1.02	1.11
1.81	0.93	1.29
1.86	0.99	1.36
0.93	0.95	0.64
1.56	1.03	1.65
2.52	1.06	1.88
1.1	1.02	1.21
1.32	1.08	1.44
1.34	1.04	1.41
1.43	1.04	1.33
2.03	1.05	1.3
1.97	1.25	2.01
2.25	1.12	2.52
1.16	0.99	1.36
0.97	1.06	0.65
1.63	0.98	1.16
2.03	1.02	1.82
1.94	0.99	1.71
2.12	1.09	1.62
1.99	1.09	1.32
1.85	1.07	1.62
1.52	0.98	1.41
2.33	1.05	2.79
1.42	0.85	1.11
1.6	0.99	1.03
1.54	1.09	1.29
2.61	1	1.93
2.08	0.83	1.58
1.3	0.84	1.21
1.52	0.94	1.17
1.4	1.12	1.01
1.41	0.95	1.42
2	1.01	1.02
1.54	1.02	2
2.16	0.93	1.34
2.58	1.05	1.95
1.88	1	2.07
1.43	1	1.97
1.36	0.91	1.3
2.91	1.1	1.25
1.92	1.06	1
0.48	0.78	0.54
1.43	1.06	2.09
0.82	1	1.08
1.82	0.97	2.03
1.44	1	1.1
2.01	1	1.6
2.03	0.93	1.43
1.44	1.11	1.35
1.28	0.98	1.51
1.56	1.05	1.77
1.77	1.02	1.32
1.79	1.04	1.38
1.75	1.06	1.13
2.74	1.18	2.25
0.45	1.14	0.95
1.78	1.08	1.91
0.79	1.01	1.29
0.7	1	1.16
0.82	0.83	1.51
1.47	0.99	1.44
2	0.99	2.49
0.93	0.93	0.86
1.78	0.83	1.32
2.06	0.97	2.11
1.96	0.99	2.01
2.3	1.08	2.35
1.67	1.02	1.86
1.47	1.1	1.49
1.78	1.08	1.12
1.77	1.14	1.97
1.33	0.89	0.97
1.18	1.12	1.32
2.62	1.03	1.65
0.72	0.95	0.99
1.24	0.95	1.26
1.67	1.03	1.08
1.45	0.91	1.24
0.97	1	1.37
1.51	1.02	1.33
0.99	1.03	1.18
1.78	0.98	1.5
2.03	0.92	2.12
1.97	1.09	1.45
1.33	0.98	0.84
0.6	0.7	1.46
1.54	0.94	0.96
1.61	1.04	1.23
1.57	0.94	1.84
1.8	0.99	2.03
1.76	0.98	1.92
1.94	1	1.76
1.82	1.14	1.59
2.19	0.91	1.55
1.98	1.03	1.72
1.95	0.89	1.56
1.58	1.13	2.26
1.14	0.91	1.48
2.26	1.03	1.63
1.56	0.97	1.28
1.9	0.99	1.68
1.4	0.97	1.75
1.52	0.96	0.92
0.94	1.03	1.13
1.32	1.01	1.78
1.94	1.04	2.59
1.62	0.98	1.4
1.58	0.93	1.32
1.58	0.95	1.53
1.13	0.87	0.95
1.83	1.05	1.93
1.66	1.04	1.4
2.69	1.07	4.08
2.47	1	1.96
1.89	0.93	1.74
2.08	1.12	1.64
2.41	1.04	1.54
2.13	0.93	2.12
1.36	0.95	1.21
1.98	1.13	1.49
2.47	1.06	1.73
1.64	0.96	1.22
1.8	1.07	1.79
1.82	1	1.94
1.8	0.97	1.66
1.4	0.94	0.93
1.17	1.01	0.84
2.22	1.01	1.32
1.61	1.02	1.05
1.21	1.02	0.91
1.61	1.31	7.16
1.58	1.23	3.02
1.8	0.96	1.23
1.65	0.92	1.56
1.89	0.89	1.84
0.92	0.9	0.63
2.18	0.96	1.56
1.31	0.95	1.5
1.79	0.99	1.44
1	0.94	0.96
1.22	1.01	1.23
1.37	0.87	1.25
1.36	1.06	1.56
1.8	1.1	1.63
1.19	1.01	0.72
0.98	0.97	0.4
1.63	1.16	1.58
2.93	1.13	2.4
1.63	0.97	1.39
1.39	0.99	1.48
1.97	0.99	1.32
1.64	1.04	1.49
1.39	0.95	1.07
2.15	0.97	1.89
1.31	0.9	1.22
2.37	1.14	1.93
1.69	1.16	2.89
2.11	1.13	1.56
1.6	0.96	1.47
1.5	1.01	1.19
1.56	0.97	1.29
1.49	0.93	1.39
2.41	1.14	2.73
1.27	0.98	1.42
2.49	0.97	1.8
1.95	1.02	1.65
1.97	1.04	1.95
2.16	1.11	1.79
0.85	0.99	0.86
1.76	1.02	1.06
0.33	0.89	0.56
1.55	1.02	1.27
1.74	0.98	1.05
1.28	0.87	1.09
1.89	1.06	1.22
1.52	1.05	1.84
1.76	1	1.71
2.77	0.99	1.23
2.06	0.99	1.61
2.43	1	1.05
0.08	0.78	0.26
1.67	0.92	1.35
0.79	1.12	1.13
1.72	1.01	1.56
1.49	0.94	1.49
1.09	1.04	0.9
1.54	1.08	1.73
0.98	1.01	0.62
2.22	0.87	1.46
2.71	1.12	4.24
1.93	0.97	1.22
1.29	1.03	1
2.09	0.99	1.41
1.59	1.03	1.26
2.01	0.81	1.62
2.61	1.03	1.72
2.84	0.7	1.59
1.2	0.79	1.47
1.7	1.03	1.43
1.74	0.97	1.75
1.8	1.04	1.47
1.88	1.05	1.68
2.52	1.02	1.85
1.58	0.96	1.1
1.87	1.03	1.31
1.82	1.01	1.93
1.9	1.06	1.19
0.99	0.98	1.05
1.15	0.94	0.5
0.95	0.9	0.63
2.2	1.01	2.17
1.82	0.9	1.01
1.69	1.17	1.67
1.46	1.02	1.57
1.97	1.07	1.64
1.64	1.03	1.34
0.98	0.98	1.23
0.99	1.08	1.83
1.52	1.06	1.27
1.67	1.07	1.26
1.59	1.01	1.24
2.56	0.89	2.19
0.79	0.97	1.14
2.29	1.26	2.89
1.82	1.13	2.44
1.14	0.88	1.03
1.39	0.83	1.58
0.83	1.08	1.16
1.11	1.07	1.13
2.09	0.95	2.14
1.27	1.02	2.63
1.92	1.03	1.1
3.17	0.95	2.73
2.16	1.07	3.84
2.26	1.23	1.93
1.56	0.98	2.68
2	1.11	2.09
1.55	1.04	1.56
4.9	1.03	2.67
2.67	1.04	1.93
2.56	1.01	1.67
1.12	1.24	2.31
1.88	0.97	1.19
1.32	0.87	1.23
2.08	1.1	1.56
2.39	1.09	1.5
0.76	0.88	1.38
1.6	0.98	1.53
2.04	0.96	1.21
1.74	0.97	1.73
1.74	0.92	1.54
2.19	1.08	1.57
1.65	0.97	1.33
3	1.18	1.82
1.89	1.07	2.35
1.85	0.88	1.79
1.58	1	1.48
1.42	0.82	1.14
1.66	0.97	1.34
1.32	1.06	1.36
1.68	0.95	2.14
1.73	1.02	1.11
1.86	1.01	1.62
2.56	0.99	1.64
0.87	0.98	1.34
1.82	1.03	1.63
1.54	1.01	1.32
1.51	1.01	1.36
1.43	0.94	1.52
1.26	0.89	0.96
1.58	1.03	1.64
1.69	0.94	1.98
2.18	0.98	1.68
1.29	0.99	1.09
1.32	0.92	1.84
1.53	0.96	1.44
1.79	1.05	1.37
2.17	0.96	1.89
1.91	1.01	1.65
1.38	1.03	1.37
1.83	1.09	1.24
1.91	1.06	1.66
1.75	0.94	1.69
1.96	1.01	1.41
2.06	1.06	1.42
1.32	0.64	2.43
1.65	1.07	1.57
1.28	0.88	2.38
1.86	0.89	1.32
1.38	0.94	1.18
1.2	1.14	1.89
1.63	1.02	1.37
2.09	1.1	2.04
1.19	0.98	1.08
2.39	1.06	1.61
1.53	1.08	1.19
2.45	0.78	2
2.08	1.09	3.55
1.12	0.92	2.18
1.28	1.09	1.35
3.72	1.15	2.31
2.16	1.02	2.4
1.7	0.84	2.22
2.39	0.99	1.5
1.26	1	1.12
1.38	0.9	0.93
1.14	1.12	1.88
2.82	1.04	1.24
0.75	1.09	1.04
2.27	1.12	1.44
1.76	1.14	1.17
1.01	0.94	1.14
1.72	0.99	1.62
1.41	1.03	1.03
1.65	1.17	2.6
2.55	1.11	1.89
1.22	0.88	0.98
2.07	1.04	1.83
1.46	1.15	2.01
1.52	0.95	1.02
1.55	1.06	1.72
1.11	1.02	1.54
1.64	1.08	2.03
1.83	0.94	1.36
1.92	1.02	1.66
3.5	0.92	2.75
2.16	1	1.13
2.66	1.01	1.53
2.26	1.07	1.14
2.15	1.1	1.68
0.95	1.11	1.25
0.81	0.93	1.06
1.61	0.85	1.4
0.69	1.01	0.8
1.39	1.01	1.42
1.89	0.97	1.14
1.53	1.02	1.05
1.19	1	0.99
1.3	0.83	2.07
1.59	1.21	1.17
1.32	0.91	1.35
1.69	1.03	1.11
1.27	1.03	1.3
1.76	1	1.86
2.08	0.96	1.22
0.44	1.14	1.45
1.78	1	1.9
0.12	0.87	0.43
2.92	1.08	2.37
1.19	0.74	1.61
1.66	0.95	1.57
1.57	1	1.15
1.75	1.02	1.86
1.34	0.92	0.96
1.68	0.93	1.1
2.41	0.94	1.06
2.11	0.99	1.56
1.59	0.97	1.33
2.12	0.98	1.49
1.22	1.02	1.3
1.4	0.99	1.25
1.37	1.01	1.83
2.7	1.07	2.62
7.85	0.94	1.88
1.68	1.08	3.15
1.16	0.97	1.11
1.16	1	1.61
1.38	1.07	1.48
2.65	1.19	2.86
1.19	0.81	1.54
1.02	0.98	1.43
1.52	1.06	1.47
2.42	1.05	2.03
0.84	0.97	1.12
1.59	1.13	1.27
1.94	1.01	1.31
1.39	0.96	1.33
1.26	1.01	1.03
1.42	0.79	1.06
1.6	1.2	1.97
1.41	0.91	1.35
1.53	0.95	1.58
1.6	1.04	1.45
1.48	1.33	3.17
3.1	0.84	1.37
0.59	0.93	0.93
2.62	0.99	1.86
1.75	1.04	1.17
1.62	0.96	0.95
1.27	1.06	1.47
1.87	1.09	2.16
0.57	0.98	1.28
1.85	1	1.77
1.8	0.97	2.2
1.28	0.99	1.62
2.51	1.34	2.38
1.64	1.02	1.33
2.28	0.99	1.98
0.95	0.83	0.83
1.49	0.99	1.52
1.1	1.01	1.09
1.04	1.03	1.51
1.99	1.08	1.67
1.77	0.92	1.64
1.72	1.05	1.66
2.08	0.95	1.25
1.74	1.03	1.31
1.8	0.99	2.05
1.72	1.02	2.2
0.51	0.93	1.35
1.34	0.77	1.49
1.57	1.02	1.2
0.07	0.68	0.29
1.94	1	1.17
1.04	1.04	1.39
1.18	0.99	1.35
2.1	1.06	1.08
2.13	1.04	2.35
1.58	0.96	1.36
1.44	1.01	0.97
2.06	1.04	1.82
1.05	1.03	1.16
0.82	0.98	0.93
2.09	1.04	1.5
1.91	1.02	1.68
1.61	0.97	1.95
2.56	1	2.14
0.96	0.92	0.64
2.57	1.11	1.57
0.91	0.9	0.88
2.16	0.86	1.31
1.42	0.96	1.1
1.57	0.94	1.72
1.46	0.99	1.61
1.77	0.94	0.94
1.27	1.03	1.53
2.42	1.09	1.59
2.54	1.08	2.19
2.22	0.99	1.88
1.68	1.08	1.35
1.94	0.97	1.69
2.5	1.06	2.29
1.34	1.03	1.46
1.78	1.01	1.59
1.62	0.94	1.39
2.27	1	2.72
1.79	1.02	1.36
1.64	0.95	1.48
3.08	0.93	1.62
1.76	1.05	1.79
1.12	0.96	1.09
1.71	1.1	1.7
1.71	1.02	1.28
2.05	1.2	1.7
1.59	0.92	1.33
1.75	1.36	1.84
2.08	1.11	1.79
1.8	1	1.48
2.65	1.17	1.54
2.24	1.05	2.64
1.8	1.11	1.64
2.33	1.1	1.79
1.17	0.82	1.14
1.8	0.9	1.76
1.82	1.01	1.23
1.07	0.94	1.31
1.33	1.04	1.45
1.62	0.99	1.3
1.79	1.03	1.57
1.78	1.1	1.26
2.16	0.86	1.89
1.5	0.88	1.17
1.18	0.96	1.5
1.84	1	1.22
1.27	1.06	1.37
1.62	0.98	1.62
1.16	0.84	1.59
1.14	0.76	1.53
1.56	1.02	1.03
1.31	1.08	1.26
1.43	0.94	1.7
2.48	1.12	1.35
3.17	1.05	1.5
0.9	0.89	1.62
1.43	1.08	1.8
2	0.96	1.2
1.62	1.02	1.51
1.97	0.99	1.05
2.05	1.07	1.84
2.6	1.06	1.9
1.26	1.13	1.36
2.02	1.38	1.75
1.3	1.01	1.45
1.77	1.04	1.45
1.24	0.96	2.06
1.08	0.9	1.13
1.71	1.05	1.5
1.83	1.04	1.39
1.95	1.1	1.45
1.78	1.02	1.74
2	1.1	1.58
1.78	0.96	1.27
1.57	0.99	1.5
1.36	1.01	1.56
2.5	0.88	1.33
1.71	0.86	1.32
1.96	1.01	1.43
1.68	0.97	1.47
2.22	0.92	1.68
1.04	1	1.07
1.16	0.94	1.16
2.27	0.97	1.96
1.57	1	2.11
1.88	1.05	1.38
1.42	1	1.32
1.65	0.96	1.29
2.16	0.86	2.36
2.13	1.08	1.38
1.93	1.07	2.68
2.26	1.04	1.89
2.02	0.84	5.27
2.03	0.92	2.6
1.53	0.96	1.81
1.76	0.94	1.79
1.92	0.97	1.78
1.84	0.9	1.59
1.98	1.06	1.22
1.48	1.02	1.98
1.78	1.01	1.58
1.17	0.97	1.19
1.46	1.04	1.62
1.5	0.99	1.62
0.64	0.97	1.36
2.07	0.9	1.3
1.93	0.98	1.56
1.71	1.3	0.86
1.55	1.09	1.79
1.96	0.99	1.52
2.16	1.01	2.48
1.86	1.06	1.6
1.85	0.95	1.99
1.81	1.14	1.34
2.84	1.14	2.62
2.96	0.97	1.86
1.68	0.98	1.38
2.26	1.12	2.07
2.19	1.06	1.44
1.23	1.04	1.54
1.41	1.09	1.31
1.7	0.92	1.84
0.75	1.22	1.34
1.71	1.07	1.8
1.33	0.97	1.17
1.5	1.13	2.15
1.01	1.22	3.64
1.52	0.99	1.32
0.56	0.91	0.76
1.68	1.01	1.38
0.83	1	1.21
2.08	1.03	2.1
1.46	0.95	1.34
0.97	0.93	0.64
1.32	0.97	1.08
1.07	0.93	1.37
0.32	0.82	0.47
1.64	0.91	1.33
1.29	1.01	1.53
1.75	0.98	1.1
1.15	0.88	0.92
1.63	0.84	1.75
2.2	0.93	1.59
0.6	0.97	1.1
12.33	1.17	4.43
1.84	0.99	1.47
1.02	1.09	1.98
1.73	1.01	1.66
2.01	1.05	1.58
2.6	0.93	1.88
1.35	0.99	1.21
0.41	1.12	1.41
1.4	0.96	0.74
1.48	0.94	1.69
0.91	0.98	1.51
1.48	0.95	1.87
1.62	0.96	1.42
2.53	1.02	1.79
1.58	0.99	1.51
0.9	0.96	1.2
2.23	0.95	1.51
2.09	0.85	1.42
1.69	1.05	1.28
1.85	1.06	1.5
1.08	0.98	0.45
0.85	0.94	0.91
1.65	1.07	1.77
0.78	0.98	0.6
1.41	1	1.51
1.42	0.95	0.86
1.93	0.91	1.81
1.89	0.95	1.49
1.17	0.91	1.49
0.91	0.95	0.7
1.42	0.93	1.92
2.38	1.03	2.18
1.22	0.94	1.39
1.86	1.01	2.08
2.57	1.05	2.17
1.18	0.98	1.01
1.62	0.91	1.33
1.73	0.95	1.45
1.51	1	1.27
0.84	0.86	0.83
1.08	0.93	3.7
2.11	0.93	2.63
2.17	1.02	1.21
2.11	1	2.7
1.27	1.02	1.25
1.02	1.03	1.59
1.4	0.8	1.2
0.56	0.89	0.74
1.6	0.92	1.76
2.26	1	1.31
1.06	0.94	1.4
1.27	1.02	1.26
3.53	1.3	1.84
2.2	1.03	2.28
1.66	0.99	1.38
2.01	1.01	2.12
1.62	0.94	1.51
0.99	0.86	0.82
1.23	1.04	1.6
2.97	1.07	1.35
1.61	0.96	2.09
1.34	0.91	0.74
1.24	1.1	1.29
1.64	1.02	1.07
2.3	0.98	1.59
2.27	1	3.45
1.93	1.01	1.69
1.55	0.9	1.36
0.94	1.01	1.43
2.92	0.96	1.74
2.46	0.95	2.25
1.43	0.96	1.17
1.07	0.88	1.24
1.3	1	1.25
1.56	0.92	1.13
1.83	1.02	1.44
1.32	0.97	2.09
0.6	1.02	0.93
2.22	1.2	2.91
0.91	0.98	0.67
0.96	0.84	1
1.22	0.97	1.51
1.74	0.85	1.75
